 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
WV     GOES12  20080827  2255   14.22    61.17   200    6.4   64  54.48  0.81
WV     GOES12  20080827  2255   14.36    59.17   262    7.1  357  55.93  0.52
WV     GOES12  20080827  2255   14.28    59.13   237   11.6    8  48.73  0.75
WV     GOES12  20080827  2255   13.87    82.84   187   11.1   67  66.48  1.00
WV     GOES12  20080827  2255   13.52    82.24   200    7.9   61  63.29  0.88
WV     GOES12  20080827  2255   13.52    82.07   225    8.4   68  75.43  0.81
WV     GOES12  20080827  2255   13.78    81.67   200    6.6   88  64.80  0.95
WV     GOES12  20080827  2255   13.63    81.36   162    8.2  102  68.75  0.88
WV     GOES12  20080827  2255   13.63    81.11   162    7.4   98  71.78  0.81
WV     GOES12  20080827  2255   13.89    80.73   162    9.8  105  63.65  0.98
WV     GOES12  20080827  2255   13.47    80.46   162    9.9  101  65.08  0.99
WV     GOES12  20080827  2255   13.70    80.04   162   11.7  104  57.83  0.99
WV     GOES12  20080827  2255   13.85    79.83   162   10.9  104  58.76  1.00
WV     GOES12  20080827  2255   13.93    79.57   175   10.9   96  60.52  0.99
WV     GOES12  20080827  2255   13.84    76.77   200    6.2   47  62.05  0.61
WV     GOES12  20080827  2255   13.43    76.36   212    9.1   53  73.10  0.95
WV     GOES12  20080827  2255   13.69    75.83   212   11.2   48  64.14  0.62
WV     GOES12  20080827  2255   13.46    75.26   212   13.8   51  52.81  0.78
WV     GOES12  20080827  2255   13.88    74.74   175   11.9   40  58.72  0.97
WV     GOES12  20080827  2255   13.46    73.36   187    3.8   51  60.64  0.96
WV     GOES12  20080827  2255   13.54    73.21   187    4.4   57  64.75  0.91
WV     GOES12  20080827  2255   13.84    72.74   187    6.0   66  69.46  0.83
WV     GOES12  20080827  2255   13.89    70.64   175   12.0   16  48.59  0.73
WV     GOES12  20080827  2255   13.89    69.98   187    7.3   43  82.48  0.73
WV     GOES12  20080827  2255   13.60    67.34   150   13.3    4  56.48  0.65
WV     GOES12  20080827  2255   13.45    66.68   200   12.8   25  66.74  0.68
WV     GOES12  20080827  2255   13.76    65.30   237   14.3   17  47.54  0.88
WV     GOES12  20080827  2255   13.65    65.13   200   14.9   19  55.39  0.62
WV     GOES12  20080827  2255   13.54    64.35   187   15.1   42  67.66  0.88
WV     GOES12  20080827  2255   13.70    63.92   187   13.1   43  76.96  0.97
WV     GOES12  20080827  2255   13.70    63.86   187   14.2   42  72.18  0.91
WV     GOES12  20080827  2255   13.47    63.30   162   13.5   48  71.43  0.99
WV     GOES12  20080827  2255   13.51    63.19   175   12.9   50  70.49  0.98
WV     GOES12  20080827  2255   13.75    62.62   175    9.5   52  59.50  0.91
WV     GOES12  20080827  2255   13.94    62.23   137    9.4   50  61.97  0.97
WV     GOES12  20080827  2255   13.83    61.97   137   13.9   44  63.13  1.00
WV     GOES12  20080827  2255   13.75    61.82   137   13.9   45  64.47  1.00
WV     GOES12  20080827  2255   13.76    61.51   137   12.2   50  71.84  0.82
WV     GOES12  20080827  2255   13.48    59.04   200   14.5   40  64.63  0.95
WV     GOES12  20080827  2255   13.26    82.69   187   11.4   68  67.14  0.99
WV     GOES12  20080827  2255   13.22    82.51   187    9.7   70  72.86  0.98
WV     GOES12  20080827  2255   13.37    82.13   225    7.6   66  69.74  0.95
WV     GOES12  20080827  2255   13.33    81.61   162    7.6   82  74.32  0.85
WV     GOES12  20080827  2255   13.33    81.48   162    8.3   94  76.10  0.99
WV     GOES12  20080827  2255   13.29    81.01   212    7.8   95  63.13  0.80
WV     GOES12  20080827  2255   13.36    80.86   162    9.8  103  65.15  0.99
WV     GOES12  20080827  2255   13.36    80.39   175    9.3  101  62.25  0.85
WV     GOES12  20080827  2255   13.09    80.21   150    6.3   78  60.81  0.65
WV     GOES12  20080827  2255   13.21    79.70   175    8.6   67  65.20  0.93
WV     GOES12  20080827  2255   13.17    79.62   175    8.6   71  66.34  0.84
WV     GOES12  20080827  2255   13.28    79.30   250    6.2   82  69.64  0.65
WV     GOES12  20080827  2255   12.82    78.50   175   12.4   57  68.65  1.00
WV     GOES12  20080827  2255   13.12    77.15   200    7.7   50  61.54  0.94
WV     GOES12  20080827  2255   13.16    76.91   200    8.9   62  66.33  0.89
WV     GOES12  20080827  2255   13.31    76.70   200    8.5   66  63.29  0.91
WV     GOES12  20080827  2255   13.31    76.23   212    9.5   48  79.64  0.96
WV     GOES12  20080827  2255   13.27    75.81   212   12.9   42  59.43  0.99
WV     GOES12  20080827  2255   13.05    75.72   212   13.5   42  58.19  1.00
WV     GOES12  20080827  2255   13.08    75.38   225    8.3   46  70.59  0.91
WV     GOES12  20080827  2255   13.16    74.79   137    8.9   41  58.45  0.71
WV     GOES12  20080827  2255   13.27    73.66   162    6.5   60  64.56  0.64
WV     GOES12  20080827  2255   13.24    70.64   212   11.5   33  50.23  0.58
WV     GOES12  20080827  2255   13.09    69.81   175   14.8   26  47.51  0.61
WV     GOES12  20080827  2255   13.26    67.51   137   12.0   25  64.78  0.91
WV     GOES12  20080827  2255   12.95    67.28   137   12.6   22  69.20  0.79
WV     GOES12  20080827  2255   13.15    66.93   200   12.8   16  58.55  0.89
WV     GOES12  20080827  2255   12.92    66.42   175   14.5   30  75.21  1.00
WV     GOES12  20080827  2255   13.08    65.57   175   11.4   43  60.58  1.00
WV     GOES12  20080827  2255   13.15    65.50   175   11.6   43  61.49  0.96
WV     GOES12  20080827  2255   13.35    65.01   187   11.6   39  68.55  0.91
WV     GOES12  20080827  2255   13.28    64.45   187   13.2   32  66.61  0.58
WV     GOES12  20080827  2255   12.98    64.03   187   16.6   53  63.83  0.99
WV     GOES12  20080827  2255   13.32    63.77   187   13.4   43  78.29  1.00
WV     GOES12  20080827  2255   13.40    63.30   162   14.2   47  74.15  1.00
WV     GOES12  20080827  2255   13.13    63.19   162   14.0   47  75.70  1.00
WV     GOES12  20080827  2255   13.25    62.90   162   11.9   43  65.29  0.90
WV     GOES12  20080827  2255   12.91    62.32   162   12.2   59  59.20  0.81
WV     GOES12  20080827  2255   13.18    61.97   200   13.8   45  70.65  1.00
WV     GOES12  20080827  2255   13.15    61.62   225   14.3   39  60.19  1.00
WV     GOES12  20080827  2255   13.15    61.55   237   14.2   39  58.86  1.00
WV     GOES12  20080827  2255   13.13    59.45   212   14.6   39  59.28  0.96
WV     GOES12  20080827  2255   13.44    59.05   200   14.5   40  64.81  0.96
WV     GOES12  20080827  2255   12.43    88.86   187   13.6   83  59.79  1.00
WV     GOES12  20080827  2255   12.65    87.18   225   19.4   73  52.37  0.86
WV     GOES12  20080827  2255   12.76    87.05   200   17.5   70  71.78  0.80
WV     GOES12  20080827  2255   12.50    82.83   187   11.5   77  77.10  0.88
WV     GOES12  20080827  2255   12.50    82.77   187   11.5   77  76.48  0.86
WV     GOES12  20080827  2255   12.54    82.40   175   12.0   81  66.96  0.99
WV     GOES12  20080827  2255   12.69    82.06   175    9.1   82  81.62  0.73
WV     GOES12  20080827  2255   12.46    81.18   187    7.3   89  62.13  0.74
WV     GOES12  20080827  2255   12.30    80.09   137   12.0   73  58.58  0.83
WV     GOES12  20080827  2255   12.53    79.73   175   13.2   68  68.75  0.90
WV     GOES12  20080827  2255   12.60    79.09   137    9.6   59  55.03  0.92
WV     GOES12  20080827  2255   12.49    78.67   175   13.6   58  67.00  0.98
WV     GOES12  20080827  2255   12.79    78.50   175   12.5   57  68.47  1.00
WV     GOES12  20080827  2255   12.30    78.18   175   14.5   60  71.85  1.00
WV     GOES12  20080827  2255   12.41    77.73   225   13.3   62  70.84  0.95
WV     GOES12  20080827  2255   12.52    77.61   200   11.1   61  69.32  0.97
WV     GOES12  20080827  2255   12.71    77.37   200   11.7   50  69.91  0.96
WV     GOES12  20080827  2255   12.37    76.23   175   12.0   58  75.21  0.89
WV     GOES12  20080827  2255   12.37    76.10   175   11.4   55  70.65  0.95
WV     GOES12  20080827  2255   12.41    75.63   162   16.5   80  51.37  0.98
WV     GOES12  20080827  2255   12.41    75.21   162    6.4   91  51.96  0.85
WV     GOES12  20080827  2255   12.33    74.09   150   15.7   69  55.14  0.90
WV     GOES12  20080827  2255   12.67    73.69   162   15.4   60  54.22  0.65
WV     GOES12  20080827  2255   12.71    73.54   162   12.9   63  63.62  0.89
WV     GOES12  20080827  2255   12.45    70.93   175    7.3  102  53.40  0.81
WV     GOES12  20080827  2255   12.38    69.85   162   11.3   68  66.63  0.90
WV     GOES12  20080827  2255   12.54    67.23   162   13.0   20  67.03  0.99
WV     GOES12  20080827  2255   12.62    66.93   162   15.3   20  64.27  0.94
WV     GOES12  20080827  2255   12.39    66.72   175   14.1   20  61.54  0.99
WV     GOES12  20080827  2255   12.77    66.38   175   14.8   28  72.69  0.98
WV     GOES12  20080827  2255   12.58    66.05   137   14.4   18  62.38  1.00
WV     GOES12  20080827  2255   12.62    65.85   187   15.6   22  56.98  0.97
WV     GOES12  20080827  2255   12.78    65.45   337    8.2   49  79.77  0.93
WV     GOES12  20080827  2255   12.70    64.94   337   10.3   41  64.23  0.89
WV     GOES12  20080827  2255   12.78    64.37   200   12.2   52  65.31  0.64
WV     GOES12  20080827  2255   12.68    63.65   187   16.7   49  69.15  0.99
WV     GOES12  20080827  2255   12.75    63.58   187   16.6   49  69.19  1.00
WV     GOES12  20080827  2255   12.34    63.23   162   17.0   47  74.31  0.97
WV     GOES12  20080827  2255   12.53    62.74   162   14.6   54  68.68  0.86
WV     GOES12  20080827  2255   12.46    62.52   162   15.2   55  68.56  0.98
WV     GOES12  20080827  2255   12.65    62.20   162   14.8   54  70.81  1.00
WV     GOES12  20080827  2255   12.65    61.72   187   14.2   46  74.57  0.97
WV     GOES12  20080827  2255   12.62    61.57   187   13.9   50  80.85  0.97
WV     GOES12  20080827  2255   12.55    60.73   212   15.2   59  58.53  0.62
WV     GOES12  20080827  2255   12.67    60.07   212   13.3   48  69.69  0.74
WV     GOES12  20080827  2255   12.83    59.05   225   17.3   41  48.26  0.94
WV     GOES12  20080827  2255   12.28    88.94   187   13.5   83  59.62  0.89
WV     GOES12  20080827  2255   12.08    87.85   212   18.0   77  64.89  0.96
WV     GOES12  20080827  2255   12.08    87.67   212   17.1   77  69.17  0.98
WV     GOES12  20080827  2255   12.00    87.23   162   14.6   76  76.75  0.63
WV     GOES12  20080827  2255   12.16    82.97   187    9.3   82  66.98  0.66
WV     GOES12  20080827  2255   12.13    82.77   187   11.1   80  78.63  0.99
WV     GOES12  20080827  2255   12.20    82.41   175    9.8   81  80.12  0.93
WV     GOES12  20080827  2255   12.05    81.94   175    8.7   68  64.52  0.86
WV     GOES12  20080827  2255   12.16    81.66   150    7.1   69  60.62  0.90
WV     GOES12  20080827  2255   12.16    81.49   162    6.8   74  61.45  0.94
WV     GOES12  20080827  2255   12.15    80.38   137   11.9   70  55.91  1.00
WV     GOES12  20080827  2255   12.19    80.06   137   13.0   71  55.28  0.98
WV     GOES12  20080827  2255   12.15    79.83   175   14.6   71  67.32  0.98
WV     GOES12  20080827  2255   12.15    79.45   212   13.5   68  76.21  1.00
WV     GOES12  20080827  2255   11.85    78.74   187   16.2   70  72.19  1.00
WV     GOES12  20080827  2255   12.15    78.45   175   15.3   61  69.64  1.00
WV     GOES12  20080827  2255   12.18    78.28   175   14.5   59  69.15  1.00
WV     GOES12  20080827  2255   12.22    77.62   225   12.8   59  81.44  0.82
WV     GOES12  20080827  2255   11.81    77.07   225   15.3   52  64.66  0.96
WV     GOES12  20080827  2255   12.14    76.92   225   16.3   53  59.53  0.99
WV     GOES12  20080827  2255   11.96    76.52   175   13.9   61  73.25  0.99
WV     GOES12  20080827  2255   12.11    76.42   175   14.4   60  68.41  0.99
WV     GOES12  20080827  2255   11.99    75.87   162   16.2   74  58.37  0.92
WV     GOES12  20080827  2255   12.14    75.27   162    8.4   84  56.94  0.66
WV     GOES12  20080827  2255   11.96    75.08   162    9.9   77  64.70  0.76
WV     GOES12  20080827  2255   12.11    74.83   162   14.8   67  61.41  0.75
WV     GOES12  20080827  2255   11.88    74.16   162   11.8   81  65.69  0.68
WV     GOES12  20080827  2255   12.11    69.92   150   11.5   64  71.94  0.94
WV     GOES12  20080827  2255   12.23    69.38   175   11.6   80  54.51  0.83
WV     GOES12  20080827  2255   11.78    69.07   162   16.2   27  48.94  0.99
WV     GOES12  20080827  2255   11.97    68.24   137   11.1   44  62.66  0.97
WV     GOES12  20080827  2255   11.90    67.55   137   15.4   16  54.62  0.99
WV     GOES12  20080827  2255   12.16    67.27   162   13.3   20  63.01  0.94
WV     GOES12  20080827  2255   12.16    66.90   175   13.9   20  59.93  0.98
WV     GOES12  20080827  2255   12.20    66.84   175   14.0   20  60.05  0.97
WV     GOES12  20080827  2255   11.98    66.52   150   13.6   32  72.57  0.99
WV     GOES12  20080827  2255   12.02    66.07   150   14.2   25  69.36  0.99
WV     GOES12  20080827  2255   12.25    65.33   200    9.8   60  54.35  0.88
WV     GOES12  20080827  2255   11.84    65.06   162   13.8   39  65.92  0.96
WV     GOES12  20080827  2255   11.92    64.08   200   18.9   39  54.69  0.88
WV     GOES12  20080827  2255   11.92    63.74   162   19.9   42  60.96  1.00
WV     GOES12  20080827  2255   12.07    63.62   162   20.2   42  59.14  1.00
WV     GOES12  20080827  2255   12.26    63.24   162   17.4   46  72.44  0.97
WV     GOES12  20080827  2255   12.08    62.88   162   16.1   48  83.44  0.94
WV     GOES12  20080827  2255   12.20    62.36   162   17.6   49  68.10  0.99
WV     GOES12  20080827  2255   12.05    62.22   162   17.4   45  67.83  0.99
WV     GOES12  20080827  2255   12.20    61.97   162   15.3   50  80.58  0.98
WV     GOES12  20080827  2255   12.17    61.46   187   14.4   55  71.74  0.99
WV     GOES12  20080827  2255   12.20    61.30   187   14.2   50  81.52  0.98
WV     GOES12  20080827  2255   11.79    60.73   187   13.1   40  67.51  0.97
WV     GOES12  20080827  2255   11.80    60.51   187   14.0   48  81.53  1.00
WV     GOES12  20080827  2255   12.06    60.14   162   14.3   41  76.29  0.64
WV     GOES12  20080827  2255   11.99    59.85   175   10.6   58  55.62  0.67
WV     GOES12  20080827  2255   12.00    59.09   162   14.1   31  66.13  0.72
WV     GOES12  20080827  2255   11.45    88.74   300    9.2   91  72.13  0.67
WV     GOES12  20080827  2255   11.30    88.49   212   14.0   80  69.20  0.98
WV     GOES12  20080827  2255   11.67    88.16   212   20.0   74  56.10  0.83
WV     GOES12  20080827  2255   11.48    87.84   187   19.5   72  63.18  0.78
WV     GOES12  20080827  2255   11.63    87.23   162   13.2   80  63.82  0.97
WV     GOES12  20080827  2255   11.21    86.77   162   15.7   82  74.27  0.96
WV     GOES12  20080827  2255   11.67    81.95   187    6.9   96  56.26  0.83
WV     GOES12  20080827  2255   11.36    78.92   200   18.1   67  64.91  0.83
WV     GOES12  20080827  2255   11.58    78.59   187   21.4   65  52.50  0.79
WV     GOES12  20080827  2255   11.58    78.12   187   17.7   67  68.02  0.98
WV     GOES12  20080827  2255   11.32    77.11   162   21.3   66  52.63  0.77
WV     GOES12  20080827  2255   11.28    76.24   175   12.3   87  56.29  0.91
WV     GOES12  20080827  2255   11.39    75.19   137   11.6   72  69.25  0.81
WV     GOES12  20080827  2255   11.66    75.11   137   12.2   70  76.96  0.75
WV     GOES12  20080827  2255   11.24    73.80   200   17.1   55  49.10  0.73
WV     GOES12  20080827  2255   11.36    73.55   200   16.8   54  48.39  0.72
WV     GOES12  20080827  2255   11.39    73.04   150   16.1   64  59.68  0.72
WV     GOES12  20080827  2255   11.28    72.51   212    6.5   55  62.13  0.80
WV     GOES12  20080827  2255   11.40    70.44   162   14.1   95  48.19  0.53
WV     GOES12  20080827  2255   11.48    69.34   150   15.1   33  53.59  0.85
WV     GOES12  20080827  2255   11.63    69.03   162   15.4   30  51.29  0.99
WV     GOES12  20080827  2255   11.63    68.55   162   13.3   29  57.87  0.98
WV     GOES12  20080827  2255   11.48    68.27   137   14.6   29  61.23  0.98
WV     GOES12  20080827  2255   11.56    67.59   137   15.4   18  57.25  0.99
WV     GOES12  20080827  2255   11.64    66.73   150   14.5   35  76.89  1.00
WV     GOES12  20080827  2255   11.60    66.54   150   14.3   32  78.42  1.00
WV     GOES12  20080827  2255   11.50    65.23   200   15.3   43  67.48  0.98
WV     GOES12  20080827  2255   11.62    64.47   150   18.0   35  64.42  0.98
WV     GOES12  20080827  2255   11.62    64.03   137   19.5   39  54.15  1.00
WV     GOES12  20080827  2255   11.66    63.75   137   19.5   48  54.05  0.96
WV     GOES12  20080827  2255   11.62    63.45   162   16.5   44  78.31  0.96
WV     GOES12  20080827  2255   11.70    63.27   162   17.4   43  70.21  0.99
WV     GOES12  20080827  2255   11.22    62.00   337    7.6    4  70.56  0.80
WV     GOES12  20080827  2255   11.57    60.75   137   13.1   42  71.65  0.97
WV     GOES12  20080827  2255   11.72    60.49   187   14.3   48  77.96  1.00
WV     GOES12  20080827  2255   11.27    60.34   137   15.7   45  56.95  0.96
WV     GOES12  20080827  2255   11.66    59.49   175   10.7   58  56.05  0.61
WV     GOES12  20080827  2255   11.66    59.32   312    9.9   22  61.59  0.72
WV     GOES12  20080827  2255   10.85    88.44   300   13.0   94  68.29  0.96
WV     GOES12  20080827  2255   10.73    88.06   350   11.9   86  61.74  0.96
WV     GOES12  20080827  2255   10.77    87.93   300   12.5   88  75.06  0.95
WV     GOES12  20080827  2255   11.07    87.31   275   10.6   90  69.82  0.74
WV     GOES12  20080827  2255   11.06    87.29   162   11.3   89  52.36  0.87
WV     GOES12  20080827  2255   11.14    86.79   162   15.7   83  72.00  0.92
WV     GOES12  20080827  2255   10.94    85.35   312   12.3   87  76.21  0.96
WV     GOES12  20080827  2255   11.03    81.78   300    4.4  101  72.93  0.83
WV     GOES12  20080827  2255   11.03    80.57   225   20.8   71  48.25  0.99
WV     GOES12  20080827  2255   11.02    77.74   187   20.1   63  58.27  0.89
WV     GOES12  20080827  2255   11.02    77.44   187   17.0   69  78.08  0.97
WV     GOES12  20080827  2255   10.76    76.89   162   14.3   93  53.19  0.90
WV     GOES12  20080827  2255   10.98    76.62   187   16.6   92  51.31  0.98
WV     GOES12  20080827  2255   11.06    76.39   175   15.1   91  54.70  0.99
WV     GOES12  20080827  2255   10.68    75.17   162   22.0   67  49.03  0.87
WV     GOES12  20080827  2255   10.82    66.14   150   13.6   50  62.88  0.95
WV     GOES12  20080827  2255   10.89    65.90   287   12.9   43  53.75  0.68
WV     GOES12  20080827  2255   11.01    65.61   300    8.7   60  73.89  0.93
WV     GOES12  20080827  2255   10.71    65.09   200   12.6   48  76.24  0.52
WV     GOES12  20080827  2255   11.09    64.71   200   16.0   42  63.74  0.97
WV     GOES12  20080827  2255   10.75    64.46   200   13.2   48  81.93  0.99
WV     GOES12  20080827  2255   11.02    64.23   362    6.4   74  71.42  0.88
WV     GOES12  20080827  2255   10.79    63.98   325    8.7   80  64.77  0.73
WV     GOES12  20080827  2255   10.72    63.38   312    5.8   81  59.97  0.85
WV     GOES12  20080827  2255   11.10    62.66   162   14.7   57  63.24  0.82
WV     GOES12  20080827  2255   11.11    61.96   350    8.1  358  72.80  0.68
WV     GOES12  20080827  2255   10.75    60.42   250    5.4   53  81.47  0.85
WV     GOES12  20080827  2255   10.75    60.40   262    5.4   53  81.89  0.86
WV     GOES12  20080827  2255   10.25    88.06   312   11.9   78  65.22  0.94
WV     GOES12  20080827  2255   10.54    87.50   275    9.0   97  58.02  0.88
WV     GOES12  20080827  2255   10.47    87.37   337    9.2   93  76.14  0.94
WV     GOES12  20080827  2255   10.42    85.50   162   20.5   81  59.56  0.92
WV     GOES12  20080827  2255   10.42    85.42   150   21.5   80  58.82  0.83
WV     GOES12  20080827  2255   10.32    80.00   137   20.4   70  49.10  0.98
WV     GOES12  20080827  2255   10.36    79.62   137   20.2   74  52.22  0.98
WV     GOES12  20080827  2255   10.35    78.00   212   16.2   75  71.52  0.99
WV     GOES12  20080827  2255   10.46    77.69   212   16.9   74  67.37  0.96
WV     GOES12  20080827  2255   10.39    77.46   200   19.0   81  57.62  0.83
WV     GOES12  20080827  2255   10.46    75.40   175   21.5   67  51.01  0.86
WV     GOES12  20080827  2255   10.50    75.29   162   21.6   67  51.06  0.88
WV     GOES12  20080827  2255   10.13    75.00   137   18.8   68  58.81  0.77
WV     GOES12  20080827  2255   10.52    66.94   200   11.0   98  51.85  0.66
WV     GOES12  20080827  2255   10.04    65.65   200   16.4   50  54.14  0.74
WV     GOES12  20080827  2255   10.30    65.00   300   11.4   72  68.62  0.68
WV     GOES12  20080827  2255   10.53    64.60   200   12.3   54  70.94  0.95
WV     GOES12  20080827  2255   10.49    64.32   200   13.9   47  72.58  0.90
WV     GOES12  20080827  2255   10.16    64.10   187    8.7   49  57.44  0.82
WV     GOES12  20080827  2255   10.57    63.34   325    7.0   54  81.77  0.77
WV     GOES12  20080827  2255   10.28    62.92   237    8.2    1  54.17  0.98
WV     GOES12  20080827  2255   10.13    62.30   325    8.8    7  58.11  0.93
WV     GOES12  20080827  2255   10.17    62.25   325    8.5    6  58.71  0.94
WV     GOES12  20080827  2255    9.76    87.60   250   13.2   69  72.20  0.82
WV     GOES12  20080827  2255    9.94    86.91   162   15.6   78  66.43  0.87
WV     GOES12  20080827  2255    9.64    86.36   162   16.4   71  63.19  0.92
WV     GOES12  20080827  2255    9.82    85.65   150   20.7   82  71.50  0.93
WV     GOES12  20080827  2255    9.93    85.42   150   20.4   84  69.07  0.96
WV     GOES12  20080827  2255    9.93    85.29   150   20.3   84  69.27  1.00
WV     GOES12  20080827  2255    9.88    82.41   137   14.8   91  59.76  0.63
WV     GOES12  20080827  2255    9.58    81.61   137   15.0   91  56.81  0.98
WV     GOES12  20080827  2255    9.58    81.17   200   15.9   91  61.34  0.98
WV     GOES12  20080827  2255    9.73    81.05   200   13.9   99  59.18  0.93
WV     GOES12  20080827  2255    9.50    80.62   187   18.3   84  60.35  0.87
WV     GOES12  20080827  2255    9.61    80.20   175   12.4   56  49.12  0.90
WV     GOES12  20080827  2255    9.61    80.16   187   12.7   54  49.01  0.88
WV     GOES12  20080827  2255    9.91    78.10   212   15.0   84  63.20  0.63
WV     GOES12  20080827  2255    9.79    77.74   162   21.4   77  65.60  1.00
WV     GOES12  20080827  2255    9.91    77.66   150   20.8   76  67.96  1.00
WV     GOES12  20080827  2255    9.98    77.26   150   18.9   74  69.44  0.97
WV     GOES12  20080827  2255    9.85    60.41   300   13.9   60  50.25  0.68
WV     GOES12  20080827  2255    9.74    59.84   337   10.2   47  57.67  0.62
WV     GOES12  20080827  2255    9.12    86.68   137   24.6   74  56.89  0.96
WV     GOES12  20080827  2255    9.38    86.47   162   18.9   77  79.65  0.94
WV     GOES12  20080827  2255    9.31    86.23   150   23.1   77  65.61  0.99
WV     GOES12  20080827  2255    9.08    85.32   137   16.9   71  52.24  0.77
WV     GOES12  20080827  2255    9.11    85.22   137   13.0   72  44.47  0.56
WV     GOES12  20080827  2255    9.36    82.39   137   11.3  109  43.94  0.71
WV     GOES12  20080827  2255    9.06    82.02   162   11.8   94  54.44  0.64
WV     GOES12  20080827  2255    9.28    81.50   150   14.5   90  58.40  0.97
WV     GOES12  20080827  2255    9.02    81.14   162   20.1   72  57.62  0.76
WV     GOES12  20080827  2255    9.28    80.49   187   16.2   77  69.27  0.82
WV     GOES12  20080827  2255    9.35    79.27   137   21.4   77  59.10  0.83
WV     GOES12  20080827  2255    9.31    78.96   212    9.2   81  54.95  0.64
WV     GOES12  20080827  2255    9.24    77.30   212   12.6   70  68.52  0.52
WV     GOES12  20080827  2255    9.05    76.73   150   22.0   81  67.74  0.97
WV     GOES12  20080827  2255    9.02    76.42   137   25.2   81  51.34  0.88
WV     GOES12  20080827  2255    9.09    75.98   137   26.1   76  48.29  0.91
WV     GOES12  20080827  2255    9.27    64.26   150   17.3   26  50.27  0.67
WV     GOES12  20080827  2255    9.17    61.06   150    9.0   14  77.16  0.94
WV     GOES12  20080827  2255    9.06    60.82   150    7.2    8  70.33  0.81
WV     GOES12  20080827  2255    9.22    59.18   337    6.2   38  82.45  0.98
WV     GOES12  20080827  2255    9.15    59.12   337    5.9   27  73.44  0.83
WV     GOES12  20080827  2255    8.65    88.88   237   17.6   48  51.30  0.93
WV     GOES12  20080827  2255    8.69    88.81   237   18.4   47  48.94  0.91
WV     GOES12  20080827  2255    8.69    88.48   237   14.6   61  68.18  0.83
WV     GOES12  20080827  2255    8.87    88.14   212   14.6   70  65.62  0.69
WV     GOES12  20080827  2255    8.71    86.21   150   25.0   79  63.13  0.77
WV     GOES12  20080827  2255    8.71    85.87   150   21.8   80  72.54  0.74
WV     GOES12  20080827  2255    8.52    84.71   150   24.7   72  60.61  0.97
WV     GOES12  20080827  2255    8.52    84.60   150   25.1   73  59.66  0.93
WV     GOES12  20080827  2255    8.73    83.03   137   21.0   72  59.58  0.76
WV     GOES12  20080827  2255    8.44    82.69   137   11.9   60  46.46  0.84
WV     GOES12  20080827  2255    8.66    82.21   150   19.6   75  66.47  0.75
WV     GOES12  20080827  2255    8.69    80.84   187   17.9   74  58.67  0.96
WV     GOES12  20080827  2255    8.69    80.79   187   17.8   73  58.47  0.98
WV     GOES12  20080827  2255    8.68    77.88   175   21.0   83  59.44  0.65
WV     GOES12  20080827  2255    8.43    77.06   150   27.5   80  49.39  0.82
WV     GOES12  20080827  2255    8.65    76.75   150   20.0   85  64.22  0.60
WV     GOES12  20080827  2255    8.69    60.62   150    8.8   16  73.51  0.86
WV     GOES12  20080827  2255    8.77    60.37   150    8.3    9  79.40  0.80
WV     GOES12  20080827  2255    8.81    60.17   137    7.4  356  70.29  0.83
WV     GOES12  20080827  2255    8.81    59.24   337    6.6   37  77.98  0.97
WV     GOES12  20080827  2255    8.20    87.08   187   13.7   80  67.91  0.89
WV     GOES12  20080827  2255    8.27    86.39   212    8.7   39  51.59  0.52
WV     GOES12  20080827  2255    8.23    86.07   175   22.8   79  51.13  0.88
WV     GOES12  20080827  2255    8.27    86.00   150   22.8   79  72.75  0.81
WV     GOES12  20080827  2255    8.26    85.57   162   15.2   75  55.04  0.87
WV     GOES12  20080827  2255    8.26    84.72   150   26.3   72  57.78  0.97
WV     GOES12  20080827  2255    8.15    84.40   175   18.1   63  56.18  0.61
WV     GOES12  20080827  2255    8.07    82.26   137   14.8   60  52.37  0.60
WV     GOES12  20080827  2255    7.95    81.35   162   18.1   69  74.15  0.80
WV     GOES12  20080827  2255    7.99    81.20   175   13.9   67  59.72  0.79
WV     GOES12  20080827  2255    8.32    80.41   137   19.2   56  53.16  0.64
WV     GOES12  20080827  2255    8.28    80.09   162   25.4   65  47.99  0.99
WV     GOES12  20080827  2255    8.24    77.19   150   26.1   81  52.38  0.72
WV     GOES12  20080827  2255    8.09    76.62   150   19.0   69  62.37  0.99
WV     GOES12  20080827  2255    8.37    59.62   400    5.6   77  78.79  0.65
WV     GOES12  20080827  2255    7.72    88.03   312   11.8   86  73.44  0.90
WV     GOES12  20080827  2255    7.72    87.02   187   15.2   64  65.52  0.83
WV     GOES12  20080827  2255    7.75    86.57   275   12.4   78  75.56  0.93
WV     GOES12  20080827  2255    7.68    85.94   250   12.3   80  75.62  0.94
WV     GOES12  20080827  2255    7.48    82.98   162   15.8   80  56.50  0.79
WV     GOES12  20080827  2255    7.37    81.74   137   16.9   60  53.05  0.66
WV     GOES12  20080827  2255    7.37    81.65   137   23.8   62  60.62  0.82
WV     GOES12  20080827  2255    6.77    88.82   262   14.2   69  78.40  0.97
WV     GOES12  20080827  2255    6.91    88.57   237   15.5   72  67.79  0.84
WV     GOES12  20080827  2255    7.24    86.76   187   13.1   68  65.80  0.70
WV     GOES12  20080827  2255    7.24    86.44   175   17.4   73  72.88  0.54
WV     GOES12  20080827  2255    6.94    85.62   175   22.7   76  59.36  0.61
