 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
WV     GOES12  20080827  2255   17.07   109.31   200   20.0   90  61.31  0.99
WV     GOES12  20080827  2255   17.07   109.17   187   20.4   91  58.22  0.98
WV     GOES12  20080827  2255   17.23   107.69   200   17.0   87  72.03  0.97
WV     GOES12  20080827  2255   16.94   107.42   200   16.2   88  77.27  1.00
WV     GOES12  20080827  2255   17.17   106.88   200   16.1   83  66.76  0.99
WV     GOES12  20080827  2255   16.80   106.58   250   13.5   77  68.20  0.98
WV     GOES12  20080827  2255   17.18   105.97   212   13.9   84  71.97  0.86
WV     GOES12  20080827  2255   17.18   105.89   175   11.7   88  61.89  0.75
WV     GOES12  20080827  2255   16.76   105.17   187   10.9   90  63.37  0.92
WV     GOES12  20080827  2255   16.84   104.91   187   13.5   87  73.55  0.94
WV     GOES12  20080827  2255   17.19   104.64   200   11.6   90  72.48  0.98
WV     GOES12  20080827  2255   16.82   104.16   175   14.0   88  63.38  0.95
WV     GOES12  20080827  2255   16.69   103.68   175   12.6   79  68.17  0.92
WV     GOES12  20080827  2255   17.00   103.40   187   14.4   77  55.82  0.76
WV     GOES12  20080827  2255   16.71   102.84   187   10.9   94  67.04  0.97
WV     GOES12  20080827  2255   17.10   102.65   162    9.4   93  64.03  0.98
WV     GOES12  20080827  2255   16.88   101.93   187    9.2   87  76.83  0.76
WV     GOES12  20080827  2255   16.76   101.60   187   10.9   97  63.98  0.99
WV     GOES12  20080827  2255   17.03   101.47   162    9.3   93  73.06  0.95
WV     GOES12  20080827  2255   16.86   100.82   137    7.6   78  58.89  0.82
WV     GOES12  20080827  2255   16.93   100.46   187    8.2   76  67.09  0.99
WV     GOES12  20080827  2255   17.00   100.09   175    7.7   82  70.08  0.68
WV     GOES12  20080827  2255   16.87    99.81   175   11.0   79  56.96  0.90
WV     GOES12  20080827  2255   16.95    99.55   200    5.2   75  65.18  0.76
WV     GOES12  20080827  2255   16.32   110.89   200   21.6   90  57.34  0.95
WV     GOES12  20080827  2255   16.43   110.38   225   21.6   92  51.74  1.00
WV     GOES12  20080827  2255   16.60   109.40   212   16.5   90  74.00  0.99
WV     GOES12  20080827  2255   16.64   109.32   212   18.0   90  71.65  0.98
WV     GOES12  20080827  2255   16.66   108.86   200   17.1   81  62.48  0.71
WV     GOES12  20080827  2255   16.24   107.93   212   16.5   91  78.76  1.00
WV     GOES12  20080827  2255   16.31   107.38   175   19.1   86  57.32  1.00
WV     GOES12  20080827  2255   16.37   106.95   200   13.0   93  60.89  0.92
WV     GOES12  20080827  2255   16.60   106.61   237   14.0   80  68.20  0.99
WV     GOES12  20080827  2255   16.28   106.24   262   13.5   87  71.42  0.91
WV     GOES12  20080827  2255   16.34   105.54   262   13.2   80  76.14  0.97
WV     GOES12  20080827  2255   16.34   105.43   250   13.7   80  76.16  0.97
WV     GOES12  20080827  2255   16.52   104.79   200   12.4   88  76.60  1.00
WV     GOES12  20080827  2255   16.24   104.60   175   12.7   85  79.07  0.98
WV     GOES12  20080827  2255   16.14   104.05   200   11.6   95  68.72  0.89
WV     GOES12  20080827  2255   16.45   103.84   162   13.1   93  62.00  0.97
WV     GOES12  20080827  2255   16.05   103.32   162    7.4   79  52.83  0.88
WV     GOES12  20080827  2255   16.08   102.93   187    9.6   89  67.36  0.99
WV     GOES12  20080827  2255   16.33   101.96   187   12.4   95  63.72  1.00
WV     GOES12  20080827  2255   16.33   101.94   187   12.5   96  62.64  1.00
WV     GOES12  20080827  2255   16.40   101.56   175   11.1  105  61.26  0.97
WV     GOES12  20080827  2255   16.35   100.81   187   12.6   87  60.20  0.95
WV     GOES12  20080827  2255   16.35   100.79   175   12.6   87  60.17  0.94
WV     GOES12  20080827  2255   16.06   100.16   237    9.1   95  60.36  0.93
WV     GOES12  20080827  2255   16.16    99.27   225    6.8   87  71.68  0.70
WV     GOES12  20080827  2255   15.89    97.65   187    8.6   88  68.24  0.98
WV     GOES12  20080827  2255   15.91    94.30   175   11.5  102  53.47  0.85
WV     GOES12  20080827  2255   15.69   111.02   162   24.3   89  44.94  0.99
WV     GOES12  20080827  2255   16.09   111.01   187   23.5   89  50.86  0.99
WV     GOES12  20080827  2255   16.11   110.45   212   22.2   92  52.79  1.00
WV     GOES12  20080827  2255   15.59   108.78   212   18.2  100  59.25  1.00
WV     GOES12  20080827  2255   15.70   108.43   200   18.8  102  56.06  1.00
WV     GOES12  20080827  2255   15.89   108.16   187   18.3   95  62.14  0.84
WV     GOES12  20080827  2255   15.92   107.80   200   17.6   93  69.44  1.00
WV     GOES12  20080827  2255   15.95   107.36   175   18.8   87  57.58  0.99
WV     GOES12  20080827  2255   15.67   105.48   150   12.2   80  67.78  0.99
WV     GOES12  20080827  2255   15.77   105.02   175   13.0   83  73.12  1.00
WV     GOES12  20080827  2255   15.84   104.68   162   13.3   84  77.75  0.78
WV     GOES12  20080827  2255   15.92   104.48   175   14.1   86  68.60  0.66
WV     GOES12  20080827  2255   15.87   103.97   187    9.2   93  59.67  0.89
WV     GOES12  20080827  2255   15.71   103.78   187    9.9   89  63.29  1.00
WV     GOES12  20080827  2255   15.61   103.00   187    9.0   88  60.11  0.94
WV     GOES12  20080827  2255   15.53   102.88   187   10.9   86  68.63  0.95
WV     GOES12  20080827  2255   15.84   102.57   225    7.8   86  55.14  0.66
WV     GOES12  20080827  2255   15.94   102.13   187   11.7   98  67.52  0.93
WV     GOES12  20080827  2255   15.53   101.21   187   11.8   95  75.53  0.99
WV     GOES12  20080827  2255   15.56   100.86   225   12.2   99  59.13  0.92
WV     GOES12  20080827  2255   15.68   100.65   200   11.8   97  67.83  1.00
WV     GOES12  20080827  2255   15.47   100.01   212   11.7   87  69.29  0.99
WV     GOES12  20080827  2255   15.46    99.71   225    8.7   78  70.12  0.96
WV     GOES12  20080827  2255   15.77    99.33   237    6.4   95  63.70  0.92
WV     GOES12  20080827  2255   15.79    98.52   212    6.7   73  63.38  1.00
WV     GOES12  20080827  2255   15.87    98.41   225    6.4   70  69.04  0.99
WV     GOES12  20080827  2255   15.55    97.92   212    6.0   97  61.16  0.90
WV     GOES12  20080827  2255   15.85    97.62   162    7.9   83  57.42  0.88
WV     GOES12  20080827  2255   15.76    94.51   175   14.5  115  44.58  0.91
WV     GOES12  20080827  2255   15.76    94.44   187   15.0  122  42.45  0.67
WV     GOES12  20080827  2255   15.16   111.73   275   12.3   85  73.05  0.70
WV     GOES12  20080827  2255   15.15   111.64   275   12.0   86  75.86  0.77
WV     GOES12  20080827  2255   15.30   111.25   350   10.9   85  66.42  0.96
WV     GOES12  20080827  2255   15.28   110.27   337   10.5   87  69.15  0.67
WV     GOES12  20080827  2255   15.18   109.75   275   14.0   90  65.91  0.98
WV     GOES12  20080827  2255   15.45   109.35   250   21.4   94  46.33  0.99
WV     GOES12  20080827  2255   15.40   108.88   212   18.1   99  60.79  1.00
WV     GOES12  20080827  2255   15.19   108.55   200   16.6   98  65.53  0.98
WV     GOES12  20080827  2255   15.33   107.87   187   16.8   93  68.53  0.93
WV     GOES12  20080827  2255   15.13   107.63   237   17.5   81  59.62  0.92
WV     GOES12  20080827  2255   15.27   105.49   150   13.5   82  75.17  1.00
WV     GOES12  20080827  2255   15.27   105.30   162   17.3   84  56.66  0.91
WV     GOES12  20080827  2255   15.22   104.62   137   14.6   81  74.15  0.99
WV     GOES12  20080827  2255   15.21   104.48   137   16.3   79  63.02  0.98
WV     GOES12  20080827  2255   14.93   103.95   137   15.0   81  74.11  1.00
WV     GOES12  20080827  2255   14.92   103.40   137   16.5   79  62.18  0.93
WV     GOES12  20080827  2255   14.91   103.24   137   17.8   80  57.43  0.77
WV     GOES12  20080827  2255   15.29   102.87   187   11.6   83  67.02  0.95
WV     GOES12  20080827  2255   15.01   102.30   187   15.5   96  61.79  0.98
WV     GOES12  20080827  2255   14.92   101.85   262   13.6  101  57.03  0.84
WV     GOES12  20080827  2255   15.26   101.14   187   12.4   97  71.90  0.99
WV     GOES12  20080827  2255   15.09   100.61   212   12.8   92  71.74  0.99
WV     GOES12  20080827  2255   15.09   100.55   212   12.8   88  72.58  0.95
WV     GOES12  20080827  2255   15.00   100.09   225    9.3   88  66.37  0.99
WV     GOES12  20080827  2255   15.26    99.06   225   12.6   59  49.79  0.74
WV     GOES12  20080827  2255   15.12    98.01   250    4.5   62  64.73  0.99
WV     GOES12  20080827  2255   14.96    97.67   237    4.6   53  55.45  0.89
WV     GOES12  20080827  2255   14.65    92.85   212   11.6   40  50.26  0.69
WV     GOES12  20080827  2255   14.65   110.30   237   11.0   92  56.10  0.79
WV     GOES12  20080827  2255   14.59   109.76   275   13.5   85  70.31  0.90
WV     GOES12  20080827  2255   14.50   109.19   275   11.5   88  70.83  0.95
WV     GOES12  20080827  2255   14.80   108.54   250   14.3   93  69.55  1.00
WV     GOES12  20080827  2255   14.80   108.52   250   14.1   92  71.11  1.00
WV     GOES12  20080827  2255   14.82   107.96   212   13.9   97  61.51  0.93
WV     GOES12  20080827  2255   14.49   107.22   187   14.0   79  62.57  0.77
WV     GOES12  20080827  2255   14.57   106.98   212   15.3   82  64.56  0.95
WV     GOES12  20080827  2255   14.83   106.68   250   15.1   79  68.02  0.99
WV     GOES12  20080827  2255   14.52   104.73   137   15.8   86  63.90  0.79
WV     GOES12  20080827  2255   14.70   104.04   137   14.2   81  72.52  0.94
WV     GOES12  20080827  2255   14.73   103.81   137   16.4   83  66.39  0.77
WV     GOES12  20080827  2255   14.53   103.46   137   14.2   89  65.86  0.71
WV     GOES12  20080827  2255   14.73   102.12   300   13.9   97  57.46  0.92
WV     GOES12  20080827  2255   14.69   101.84   262   12.8  100  60.15  0.77
WV     GOES12  20080827  2255   14.48   101.24   275    9.0   83  63.23  0.62
WV     GOES12  20080827  2255   14.67   100.67   250   10.9   84  76.17  0.96
WV     GOES12  20080827  2255   14.47   100.46   262    9.6   82  69.30  1.00
WV     GOES12  20080827  2255   14.66   100.14   262    9.5   84  77.53  0.96
WV     GOES12  20080827  2255   14.65    97.80   250    4.5   62  58.31  0.95
WV     GOES12  20080827  2255   14.34    92.70   212   11.3   65  72.59  0.94
WV     GOES12  20080827  2255   14.42    92.55   212   12.7   64  61.93  0.92
WV     GOES12  20080827  2255   14.60    92.04   212   11.5   59  62.47  0.77
WV     GOES12  20080827  2255   13.97   108.40   300   11.7   81  71.65  0.99
WV     GOES12  20080827  2255   14.04   107.96   262   11.7   84  61.24  0.67
WV     GOES12  20080827  2255   13.92   107.58   237   20.9   85  52.49  1.00
WV     GOES12  20080827  2255   14.22   107.22   225   15.6   81  64.43  0.88
WV     GOES12  20080827  2255   14.06   107.02   250   18.0   91  60.86  0.83
WV     GOES12  20080827  2255   14.22   105.34   300   17.6   81  49.61  0.96
WV     GOES12  20080827  2255   14.21   105.07   275   17.2   78  57.78  0.99
WV     GOES12  20080827  2255   13.98   103.16   137   17.4  100  52.67  0.68
WV     GOES12  20080827  2255   14.17   102.88   137   19.3   95  53.39  0.81
WV     GOES12  20080827  2255   14.08   102.35   262   16.3   96  58.00  0.68
WV     GOES12  20080827  2255   14.08   102.33   262   16.3   95  58.65  0.74
WV     GOES12  20080827  2255   13.86   100.85   225   21.0   91  49.86  0.99
WV     GOES12  20080827  2255   13.82   100.74   225   19.2   91  55.65  0.88
WV     GOES12  20080827  2255   13.92   100.13   175   16.1   87  67.09  0.89
WV     GOES12  20080827  2255   13.92   100.03   200   14.8   85  62.62  0.83
WV     GOES12  20080827  2255   13.90    99.09   237   12.8   85  72.72  0.73
WV     GOES12  20080827  2255   13.66    98.52   237   18.3   74  47.71  0.89
WV     GOES12  20080827  2255   13.69    97.87   225   12.7   76  62.63  0.91
WV     GOES12  20080827  2255   13.69    97.79   237   12.5   76  66.90  1.00
WV     GOES12  20080827  2255   13.68    94.51   162   15.0   42  48.77  0.95
WV     GOES12  20080827  2255   13.71    94.17   162   13.8   50  57.96  0.75
WV     GOES12  20080827  2255   13.63    93.58   212    8.1   60  50.53  0.79
WV     GOES12  20080827  2255   13.57    91.92   150   12.4   43  65.39  0.79
WV     GOES12  20080827  2255   13.67    91.18   150   11.3   41  65.21  0.96
WV     GOES12  20080827  2255   13.63    90.92   187    9.1   34  50.93  0.99
WV     GOES12  20080827  2255   13.59    90.72   150    9.7   48  66.52  0.98
WV     GOES12  20080827  2255   13.55    90.15   150    9.1   55  66.69  1.00
WV     GOES12  20080827  2255   13.58    90.11   150    9.0   55  66.68  1.00
WV     GOES12  20080827  2255   13.38   107.98   312   10.3   85  77.50  0.91
WV     GOES12  20080827  2255   13.29   107.46   287   20.8   90  46.40  1.00
WV     GOES12  20080827  2255   13.64   107.14   250   22.1   86  50.46  0.98
WV     GOES12  20080827  2255   13.28   106.77   200   20.9   93  52.42  0.88
WV     GOES12  20080827  2255   13.34   106.18   200   17.5   87  68.88  0.79
WV     GOES12  20080827  2255   13.39   100.63   250   21.2   95  46.05  0.88
WV     GOES12  20080827  2255   13.48    99.01   225   16.7   86  64.24  0.88
WV     GOES12  20080827  2255   13.38    97.83   225   12.6   79  61.33  0.99
WV     GOES12  20080827  2255   13.42    97.76   237   12.8   79  70.30  1.00
WV     GOES12  20080827  2255   13.53    97.32   250   11.6   67  61.33  0.61
WV     GOES12  20080827  2255   13.25    96.69   287    7.0  114  62.25  0.62
WV     GOES12  20080827  2255   13.40    96.56   300    6.2  127  61.37  0.62
WV     GOES12  20080827  2255   13.39    96.04   275    9.2   60  59.46  1.00
WV     GOES12  20080827  2255   13.39    95.97   275    9.2   61  60.49  1.00
WV     GOES12  20080827  2255   13.34    95.28   225   19.7   64  50.06  0.89
WV     GOES12  20080827  2255   13.38    95.23   225   20.4   64  48.37  0.82
WV     GOES12  20080827  2255   13.14    94.55   162   17.0   58  59.09  0.88
WV     GOES12  20080827  2255   13.37    94.25   162   13.7   56  62.73  0.98
WV     GOES12  20080827  2255   13.37    94.20   162   13.3   57  63.75  0.97
WV     GOES12  20080827  2255   13.02    93.64   225   18.3   57  54.01  0.99
WV     GOES12  20080827  2255   13.13    93.28   237   18.1   53  51.25  0.94
WV     GOES12  20080827  2255   13.43    93.08   275   13.3   48  50.25  0.89
WV     GOES12  20080827  2255   13.11    92.27   137   14.2   47  63.14  0.89
WV     GOES12  20080827  2255   13.10    91.24   150   11.3   47  63.61  0.80
WV     GOES12  20080827  2255   13.36    90.93   150    9.3   38  56.58  0.99
WV     GOES12  20080827  2255   13.02    90.74   150   11.2   60  68.87  0.91
WV     GOES12  20080827  2255   13.36    90.23   150    9.5   57  66.68  0.99
WV     GOES12  20080827  2255   12.74   108.70   287   12.6   92  69.53  0.68
WV     GOES12  20080827  2255   13.00   108.18   287   12.4   86  70.90  0.67
WV     GOES12  20080827  2255   13.07   108.08   287   13.1   84  73.11  0.91
WV     GOES12  20080827  2255   12.71   107.44   300   13.9   90  70.45  0.80
WV     GOES12  20080827  2255   13.07   106.19   212   12.4   75  50.42  0.83
WV     GOES12  20080827  2255   12.78   104.88   262   14.6   83  61.96  0.64
WV     GOES12  20080827  2255   12.78   104.83   262   14.3   82  60.26  0.61
WV     GOES12  20080827  2255   12.61    99.51   225   18.3   96  68.56  0.94
WV     GOES12  20080827  2255   12.72    99.23   212   18.1   95  68.74  0.90
WV     GOES12  20080827  2255   12.63    98.95   237   18.7   95  57.63  0.80
WV     GOES12  20080827  2255   12.64    96.90   275   12.9   81  56.70  1.00
WV     GOES12  20080827  2255   12.77    94.84   175   11.9   51  47.58  0.95
WV     GOES12  20080827  2255   12.87    94.27   162   14.4   59  64.52  0.82
WV     GOES12  20080827  2255   12.87    93.92   237   16.6   62  63.69  0.96
WV     GOES12  20080827  2255   12.75    93.73   262   17.0   59  52.37  0.75
WV     GOES12  20080827  2255   12.51    92.95   250   12.7   58  62.53  0.60
WV     GOES12  20080827  2255   12.62    92.45   187   16.9   55  58.05  0.76
WV     GOES12  20080827  2255   12.62    92.41   187   16.7   55  58.52  0.78
WV     GOES12  20080827  2255   12.50    91.85   137   15.0   51  63.71  0.97
WV     GOES12  20080827  2255   12.61    91.11   150   16.1   52  59.60  0.99
WV     GOES12  20080827  2255   12.79    90.83   150   13.6   51  66.36  0.93
WV     GOES12  20080827  2255   12.87    90.55   150    9.6   64  59.92  0.98
WV     GOES12  20080827  2255   12.67    90.20   187   16.4   74  61.98  0.96
WV     GOES12  20080827  2255   12.32    89.43   187   16.6   78  63.80  0.96
WV     GOES12  20080827  2255   12.47    89.20   187   15.5   76  70.11  0.89
WV     GOES12  20080827  2255   12.19   108.23   262   19.7   88  63.02  0.94
WV     GOES12  20080827  2255   12.12   106.79   212   24.1   91  53.79  1.00
WV     GOES12  20080827  2255   12.12   106.76   212   24.4   92  52.34  1.00
WV     GOES12  20080827  2255   12.30   105.92   262   20.9   90  61.32  0.95
WV     GOES12  20080827  2255   12.40   105.41   287   17.1   87  66.23  0.84
WV     GOES12  20080827  2255   12.03   101.63   200   22.9   99  59.47  0.62
WV     GOES12  20080827  2255   12.38    99.98   200   21.4   92  76.83  1.00
WV     GOES12  20080827  2255   12.23    99.78   225   20.7   91  62.52  1.00
WV     GOES12  20080827  2255   12.37    99.29   212   18.1   99  60.09  1.00
WV     GOES12  20080827  2255   12.27    94.75   250   14.4   65  70.79  0.82
WV     GOES12  20080827  2255   12.06    92.73   225   11.3   45  47.43  0.65
WV     GOES12  20080827  2255   12.06    92.70   225   11.6   48  49.07  0.84
WV     GOES12  20080827  2255   11.93    91.69   150   18.1   58  60.20  0.99
WV     GOES12  20080827  2255   12.16    91.58   150   17.9   58  59.24  0.99
WV     GOES12  20080827  2255   12.27    91.34   137   17.0   53  55.75  1.00
WV     GOES12  20080827  2255   12.00    90.89   137   19.4   71  47.72  0.88
WV     GOES12  20080827  2255   11.88    90.36   212   14.2   78  71.18  0.97
WV     GOES12  20080827  2255   11.95    90.08   212   12.6   81  62.15  0.90
WV     GOES12  20080827  2255   12.29    89.41   187   16.7   77  64.54  0.96
WV     GOES12  20080827  2255   12.25    89.32   187   17.3   71  62.72  0.64
WV     GOES12  20080827  2255   11.65   110.50   262   20.2   86  57.91  0.99
WV     GOES12  20080827  2255   11.65   110.15   212   19.7   92  67.55  1.00
WV     GOES12  20080827  2255   11.57   109.90   212   19.6   89  74.27  0.99
WV     GOES12  20080827  2255   11.98   109.32   312   17.6   98  50.69  0.81
WV     GOES12  20080827  2255   11.77   108.69   262   19.2   95  63.94  0.99
WV     GOES12  20080827  2255   11.96   108.25   275   17.7   95  65.18  0.76
WV     GOES12  20080827  2255   11.87   107.87   250   15.5   88  56.01  0.73
WV     GOES12  20080827  2255   11.78   107.20   225   25.0   94  53.09  0.97
WV     GOES12  20080827  2255   11.89   106.78   212   22.9   91  60.04  0.99
WV     GOES12  20080827  2255   11.49   106.04   275   25.0   94  46.39  0.95
WV     GOES12  20080827  2255   11.60   105.57   275   24.2   90  48.34  0.71
WV     GOES12  20080827  2255   11.56   105.46   275   23.7   90  49.54  0.99
WV     GOES12  20080827  2255   11.80   104.21   325    9.7   89  75.64  0.74
WV     GOES12  20080827  2255   11.84   101.50   200   20.6   99  55.28  0.81
WV     GOES12  20080827  2255   11.79   100.92   200   25.2   85  59.56  1.00
WV     GOES12  20080827  2255   11.78   100.62   200   22.8   88  69.04  0.99
WV     GOES12  20080827  2255   11.44   100.31   200   22.5   90  68.79  0.72
WV     GOES12  20080827  2255   11.58    99.93   187   25.6   81  56.96  0.90
WV     GOES12  20080827  2255   11.81    99.71   225   22.0   87  56.33  0.96
WV     GOES12  20080827  2255   11.61    99.10   275   12.9  108  61.73  0.80
WV     GOES12  20080827  2255   11.61    99.00   312    9.6  108  67.86  0.88
WV     GOES12  20080827  2255   11.61    96.80   250   15.1   83  65.80  0.60
WV     GOES12  20080827  2255   11.60    95.83   225   12.0   79  51.93  0.58
WV     GOES12  20080827  2255   11.70    94.46   237   19.9   57  50.33  0.81
WV     GOES12  20080827  2255   11.35    93.70   187   11.6   61  47.31  0.66
WV     GOES12  20080827  2255   11.54    93.53   187   23.8   60  48.94  0.54
WV     GOES12  20080827  2255   11.52    92.34   200   14.9   62  61.67  0.99
WV     GOES12  20080827  2255   11.75    92.13   150   16.1   61  78.70  0.70
WV     GOES12  20080827  2255   11.67    91.97   150   17.9   58  63.75  0.79
WV     GOES12  20080827  2255   11.48    91.57   150   16.9   64  69.27  0.98
WV     GOES12  20080827  2255   11.66    91.16   137   17.6   75  51.60  0.98
WV     GOES12  20080827  2255   11.66    90.98   150   18.2   72  54.99  0.79
WV     GOES12  20080827  2255   11.61    89.37   212   13.0   81  63.36  0.99
WV     GOES12  20080827  2255   11.31   110.46   275   19.7   85  56.25  0.99
WV     GOES12  20080827  2255   11.18   109.98   175   21.7   84  61.21  1.00
WV     GOES12  20080827  2255   11.45   109.80   200   21.7   85  68.11  1.00
WV     GOES12  20080827  2255   11.33   107.73   300   12.5   91  70.61  0.93
WV     GOES12  20080827  2255   11.33   107.45   325   15.3   92  54.66  0.61
WV     GOES12  20080827  2255   11.18   105.86   250   25.0   98  50.35  1.00
WV     GOES12  20080827  2255   11.22   105.81   250   25.2   98  49.79  1.00
WV     GOES12  20080827  2255   11.06   105.39   237   19.4   90  59.49  0.77
WV     GOES12  20080827  2255   10.92   103.67   250   20.5   89  72.55  0.65
WV     GOES12  20080827  2255   10.91   103.41   175   19.7   91  52.12  0.97
WV     GOES12  20080827  2255   11.21   100.53   200   25.3   87  66.42  0.97
WV     GOES12  20080827  2255   11.21   100.38   200   23.0   90  69.40  0.67
WV     GOES12  20080827  2255   11.12    99.34   162   22.6   86  70.23  1.00
WV     GOES12  20080827  2255   11.19    99.05   175   22.9   86  70.57  1.00
WV     GOES12  20080827  2255   11.19    98.96   175   22.2   86  67.06  1.00
WV     GOES12  20080827  2255   11.18    98.55   162   24.6   85  64.90  0.98
WV     GOES12  20080827  2255   11.06    98.17   175   23.1   87  73.65  0.97
WV     GOES12  20080827  2255   11.17    97.87   187   21.5   86  72.28  0.99
WV     GOES12  20080827  2255   11.09    97.17   187   14.6  103  43.34  0.57
WV     GOES12  20080827  2255   10.97    96.69   212   16.6   77  60.03  0.97
WV     GOES12  20080827  2255   10.89    96.33   250   19.7   75  47.02  0.77
WV     GOES12  20080827  2255   10.81    95.85   187   19.0   80  65.52  0.96
WV     GOES12  20080827  2255   10.81    95.71   187   18.9   84  58.76  0.92
WV     GOES12  20080827  2255   11.14    95.16   200   21.0   72  67.32  0.99
WV     GOES12  20080827  2255   10.80    94.76   187   18.0   62  58.76  0.86
WV     GOES12  20080827  2255   10.87    94.42   162   19.3   69  68.34  0.92
WV     GOES12  20080827  2255   10.87    94.28   162   18.1   68  76.84  0.86
WV     GOES12  20080827  2255   10.94    93.98   162   19.1   66  69.28  0.85
WV     GOES12  20080827  2255   10.82    93.13   175   15.6   57  56.60  0.99
WV     GOES12  20080827  2255   11.06    91.65   200   17.5   63  64.46  1.00
WV     GOES12  20080827  2255   11.10    91.59   212   17.3   63  62.00  1.00
WV     GOES12  20080827  2255   10.87    91.06   262   18.6   76  49.23  0.89
WV     GOES12  20080827  2255   10.86    89.63   312   11.6   88  63.28  0.80
WV     GOES12  20080827  2255   10.40   107.23   250   19.9   94  62.61  0.67
WV     GOES12  20080827  2255   10.59   106.82   237   19.9   85  60.08  0.91
WV     GOES12  20080827  2255   10.55   106.55   237   22.9   86  72.10  1.00
WV     GOES12  20080827  2255   10.50   106.33   250   22.8   87  70.19  0.67
WV     GOES12  20080827  2255   10.38   105.61   250   23.9   87  62.55  0.97
WV     GOES12  20080827  2255   10.45   105.41   225   24.5   86  67.61  0.98
WV     GOES12  20080827  2255   10.71   104.76   337    6.9  106  65.68  0.72
WV     GOES12  20080827  2255   10.69   103.64   250   20.0   89  75.72  0.67
WV     GOES12  20080827  2255   10.69   103.59   250   20.7   90  68.66  0.68
WV     GOES12  20080827  2255   10.72   103.18   300   17.0   91  54.73  0.99
WV     GOES12  20080827  2255   10.44   101.93   175   29.0   90  67.42  1.00
WV     GOES12  20080827  2255   10.62   101.50   175   30.3   83  55.27  0.81
WV     GOES12  20080827  2255   10.69   101.24   237   16.3  109  53.99  0.78
WV     GOES12  20080827  2255   10.60   100.21   187   25.9   85  68.09  1.00
WV     GOES12  20080827  2255   10.64   100.17   200   26.1   85  61.81  1.00
WV     GOES12  20080827  2255   10.59    99.60   175   29.9   75  46.90  0.67
WV     GOES12  20080827  2255   10.21    99.37   200   31.9   90  44.68  0.92
WV     GOES12  20080827  2255   10.62    98.95   162   27.7   80  53.25  1.00
WV     GOES12  20080827  2255   10.69    98.69   175   26.4   79  57.11  1.00
WV     GOES12  20080827  2255   10.45    97.30   175   22.8   80  70.80  0.96
WV     GOES12  20080827  2255   10.41    96.99   162   25.9   79  51.00  0.95
WV     GOES12  20080827  2255   10.37    96.89   162   24.5   77  54.91  0.99
WV     GOES12  20080827  2255   10.48    96.48   200   21.9   74  62.69  0.98
WV     GOES12  20080827  2255   10.32    96.16   187   21.9   72  65.47  0.96
WV     GOES12  20080827  2255   10.28    95.41   187   19.9   67  66.02  0.99
WV     GOES12  20080827  2255   10.24    95.06   200   20.0   75  68.44  0.84
WV     GOES12  20080827  2255   10.61    94.76   187   18.7   63  61.54  0.92
WV     GOES12  20080827  2255   10.42    94.26   162   14.9   70  58.35  0.85
WV     GOES12  20080827  2255   10.56    93.98   162   21.9   74  52.74  0.99
WV     GOES12  20080827  2255   10.55    93.06   187   18.6   54  55.47  0.86
WV     GOES12  20080827  2255   10.44    92.53   162   19.4   63  68.32  0.97
WV     GOES12  20080827  2255   10.55    92.43   225   20.1   61  53.64  0.93
WV     GOES12  20080827  2255   10.32    91.89   250   14.8   76  69.05  0.89
WV     GOES12  20080827  2255   10.43    91.74   275   14.6   75  59.03  0.69
WV     GOES12  20080827  2255   10.46    90.83   200   17.1   70  77.49  0.90
WV     GOES12  20080827  2255   10.53    90.74   212   17.0   73  70.67  0.79
WV     GOES12  20080827  2255   10.53    90.10   212   15.2   91  52.10  0.82
WV     GOES12  20080827  2255   10.53    90.08   212   15.3   91  52.13  0.75
WV     GOES12  20080827  2255   10.52    89.74   262   16.4   89  51.85  0.75
WV     GOES12  20080827  2255   10.22    89.09   175   15.5   95  49.42  0.87
WV     GOES12  20080827  2255   10.26    89.07   175   15.4   97  48.23  0.81
WV     GOES12  20080827  2255   10.07   107.79   262   22.7   84  54.80  0.99
WV     GOES12  20080827  2255    9.95   107.39   237   21.7   87  69.55  1.00
WV     GOES12  20080827  2255   10.17   107.09   250   24.6   94  56.18  0.93
WV     GOES12  20080827  2255    9.97   106.09   262   22.5   88  59.89  0.88
WV     GOES12  20080827  2255   10.07   105.26   250   18.6   85  61.38  0.98
WV     GOES12  20080827  2255   10.05   104.08   300   12.6   92  77.09  0.77
WV     GOES12  20080827  2255    9.95   102.56   187   31.9   94  53.88  0.93
WV     GOES12  20080827  2255   10.02   102.29   187   31.9   90  55.52  0.99
WV     GOES12  20080827  2255   10.13   101.97   162   29.3   90  61.72  0.99
WV     GOES12  20080827  2255   10.13   101.40   137   29.8   86  44.69  0.99
WV     GOES12  20080827  2255    9.73   100.10   200   27.8   77  49.32  0.60
WV     GOES12  20080827  2255   10.14    99.36   200   31.5   90  45.47  0.90
WV     GOES12  20080827  2255   10.05    98.15   175   22.8   89  61.13  0.98
WV     GOES12  20080827  2255   10.05    98.12   175   24.7   88  59.63  0.86
WV     GOES12  20080827  2255    9.78    97.72   162   21.8   84  63.49  0.84
WV     GOES12  20080827  2255   10.05    95.55   200   20.8   65  60.19  0.91
WV     GOES12  20080827  2255    9.78    94.86   162   21.7   66  58.76  0.97
WV     GOES12  20080827  2255    9.97    94.30   200   21.0   62  62.12  1.00
WV     GOES12  20080827  2255   10.00    94.23   200   21.0   62  62.17  1.00
