 type   sat      day     hms     lat     lon     pre   spd   dir
IR     GOES12  20050825  2245    6.27    30.63   287    9.6   34
IR     GOES12  20050825  2245    5.73   108.48   362    6.0   54
IR     GOES12  20050825  2245    5.65   107.98   350    7.3   62
IR     GOES12  20050825  2245    5.31   107.49   337    6.2   60
IR     GOES12  20050825  2245    5.41   106.88   337   11.2   66
IR     GOES12  20050825  2245    5.21   105.39   437    5.8   70
IR     GOES12  20050825  2245    5.26   101.37   262   14.5   72
IR     GOES12  20050825  2245    5.44   100.74   225   16.5   53
IR     GOES12  20050825  2245    5.40   100.30   212   20.0   46
IR     GOES12  20050825  2245    5.61    98.94   250   19.2   48
IR     GOES12  20050825  2245    5.32    86.03   262    9.8   68
IR     GOES12  20050825  2245    5.54    85.16   225   11.2   93
IR     GOES12  20050825  2245    5.54    85.05   250    8.1   98
IR     GOES12  20050825  2245    5.53    82.50   337    9.9  117
IR     GOES12  20050825  2245    5.50    82.44   325    9.7  118
IR     GOES12  20050825  2245    5.50    82.13   237   11.0   90
IR     GOES12  20050825  2245    5.13    81.39   162   19.4   59
IR     GOES12  20050825  2245    5.13    81.03   150   24.3   64
IR     GOES12  20050825  2245    5.53    80.77   162   17.1   70
IR     GOES12  20050825  2245    5.38    80.49   150   21.9   58
IR     GOES12  20050825  2245    5.57    80.23   150   22.6   55
IR     GOES12  20050825  2245    5.46    79.95   137   22.8   55
IR     GOES12  20050825  2245    5.49    79.41   137   19.7   53
IR     GOES12  20050825  2245    5.57    78.81   162   20.2   48
IR     GOES12  20050825  2245    5.38    78.54   162   20.1   54
IR     GOES12  20050825  2245    5.05    78.37   137   22.2   48
IR     GOES12  20050825  2245    5.65    50.33   362   10.8   90
IR     GOES12  20050825  2245    5.37    48.97   487    9.1   81
IR     GOES12  20050825  2245    5.10   109.32   337   10.0   63
IR     GOES12  20050825  2245    5.00   107.01   325   12.2   68
IR     GOES12  20050825  2245    4.70   106.59   337   10.8   58
IR     GOES12  20050825  2245    4.62   106.35   325   10.3   52
IR     GOES12  20050825  2245    4.65   105.59   437    5.6   75
IR     GOES12  20050825  2245    4.70   101.29   287   15.5   54
IR     GOES12  20050825  2245    5.03   100.92   250   15.7   70
IR     GOES12  20050825  2245    5.00    87.41   287    8.7   75
IR     GOES12  20050825  2245    4.85    85.95   250   12.9   65
IR     GOES12  20050825  2245    4.95    81.16   162   22.7   65
IR     GOES12  20050825  2245    4.95    81.12   162   23.1   64
IR     GOES12  20050825  2245    4.62    80.17   137   22.2   55
IR     GOES12  20050825  2245    4.91    79.18   137   21.2   48
IR     GOES12  20050825  2245    4.62    77.79   237   13.1   85
IR     GOES12  20050825  2245    4.65    77.73   250    9.7   88
IR     GOES12  20050825  2245    5.00    34.85   312    8.2   69
IR     GOES12  20050825  2245    5.21    32.27   300   15.3   31
IR     GOES12  20050825  2245    4.16   109.47   312   10.8   51
IR     GOES12  20050825  2245    4.15   108.84   337    7.4   45
IR     GOES12  20050825  2245    4.08   108.58   325    8.0   44
IR     GOES12  20050825  2245    4.22   106.97   325    7.7   32
IR     GOES12  20050825  2245    4.17   106.33   325    9.0   48
IR     GOES12  20050825  2245    4.17   106.30   312    9.1   49
IR     GOES12  20050825  2245    4.32   105.62   337   12.2   36
IR     GOES12  20050825  2245    4.06   105.45   325   12.2   51
IR     GOES12  20050825  2245    4.13   105.07   350   11.3   54
IR     GOES12  20050825  2245    4.48   102.05   262   16.8   60
IR     GOES12  20050825  2245    4.42    88.08   312    8.7   73
IR     GOES12  20050825  2245    4.38    87.01   250   11.1   86
IR     GOES12  20050825  2245    4.08    86.09   225   21.2   61
IR     GOES12  20050825  2245    4.05    86.02   212   23.5   62
IR     GOES12  20050825  2245    4.01    85.64   262   18.7   74
IR     GOES12  20050825  2245    4.15    84.82   237   11.2   72
IR     GOES12  20050825  2245    4.26    84.65   225   14.9   68
IR     GOES12  20050825  2245    4.33    84.00   337    5.4   63
IR     GOES12  20050825  2245    4.29    82.13   287    9.6  103
IR     GOES12  20050825  2245    4.40    78.08   200   15.1   84
IR     GOES12  20050825  2245    4.07    77.85   187   17.7   70
IR     GOES12  20050825  2245    4.19    41.63   868    5.9  136
IR     GOES12  20050825  2245    4.27    41.16   868    5.5  145
IR     GOES12  20050825  2245    4.46    40.90   868    5.5  145
IR     GOES12  20050825  2245    4.53    40.50   868    6.3  147
IR     GOES12  20050825  2245    4.44    37.69   350   13.1   59
IR     GOES12  20050825  2245    4.48    37.54   350   12.4   57
IR     GOES12  20050825  2245    4.60    32.73   325    9.4   37
IR     GOES12  20050825  2245    4.05   110.14   550    7.5   43
IR     GOES12  20050825  2245    3.97   109.41   312   10.8   54
IR     GOES12  20050825  2245    4.04   108.64   325    8.0   45
IR     GOES12  20050825  2245    3.80   106.52   300    9.4   50
IR     GOES12  20050825  2245    3.80   106.46   300   12.3   59
IR     GOES12  20050825  2245    3.76   105.36   312   12.2   52
IR     GOES12  20050825  2245    3.53   105.01   300   12.6   48
IR     GOES12  20050825  2245    3.75   104.79   337    8.7   55
IR     GOES12  20050825  2245    4.01   104.08   337    9.0   76
IR     GOES12  20050825  2245    3.43    88.93   793    7.0   25
IR     GOES12  20050825  2245    3.79    87.21   262   22.1   72
IR     GOES12  20050825  2245    3.50    86.78   262   17.3   78
IR     GOES12  20050825  2245    3.50    85.46   287   19.3   63
IR     GOES12  20050825  2245    3.53    85.40   287   19.3   64
IR     GOES12  20050825  2245    3.71    85.09   300   18.3   66
IR     GOES12  20050825  2245    3.60    83.65   262   14.1   68
IR     GOES12  20050825  2245    3.93    81.77   212   11.4   85
IR     GOES12  20050825  2245    3.67    77.68   212   13.3   84
IR     GOES12  20050825  2245    3.92    42.05   906    5.4  126
IR     GOES12  20050825  2245    3.98    39.81   887    5.9  139
IR     GOES12  20050825  2245    3.80    38.47   850    6.7  143
IR     GOES12  20050825  2245    3.69    38.04   850    6.7  149
IR     GOES12  20050825  2245    3.55    35.61   525    9.0   22
IR     GOES12  20050825  2245    3.62    31.23   475    5.0   44
IR     GOES12  20050825  2245    3.11   110.15   537    9.0   41
IR     GOES12  20050825  2245    3.40   107.76   187    7.4   39
IR     GOES12  20050825  2245    3.02   107.23   275   11.4   50
IR     GOES12  20050825  2245    3.20   106.23   312   10.8   45
IR     GOES12  20050825  2245    3.35   105.86   300   11.9   43
IR     GOES12  20050825  2245    3.05   105.56   237   15.5   51
IR     GOES12  20050825  2245    3.16   105.15   300   11.5   54
IR     GOES12  20050825  2245    3.21    99.06   350    5.4   70
IR     GOES12  20050825  2245    3.10    86.31   237   21.4   64
IR     GOES12  20050825  2245    2.99    86.14   237   22.0   66
IR     GOES12  20050825  2245    3.24    85.78   250   22.8   65
IR     GOES12  20050825  2245    3.02    84.63   325   13.7   64
IR     GOES12  20050825  2245    2.98    84.25   150   17.4   58
IR     GOES12  20050825  2245    2.98    83.77   212   20.8   64
IR     GOES12  20050825  2245    2.98    83.73   212   19.0   65
IR     GOES12  20050825  2245    3.16    77.93   362   12.1  109
IR     GOES12  20050825  2245    3.01    77.66   250   21.0   82
IR     GOES12  20050825  2245    3.32    42.79   887    6.2  123
IR     GOES12  20050825  2245    3.36    36.78   537    9.2   36
IR     GOES12  20050825  2245    3.48    35.31   512   11.3   23
IR     GOES12  20050825  2245    3.44    34.81   512    9.5   18
IR     GOES12  20050825  2245    3.54    31.17   475    5.4   46
IR     GOES12  20050825  2245    3.55    30.96   462    6.2   77
IR     GOES12  20050825  2245    2.51   108.67   312    8.3   33
IR     GOES12  20050825  2245    2.51   108.62   325    8.4   34
IR     GOES12  20050825  2245    2.54   107.96   300    9.5   47
IR     GOES12  20050825  2245    2.84   107.52   287   12.9   49
IR     GOES12  20050825  2245    2.53   106.68   262   15.2   45
IR     GOES12  20050825  2245    2.79   105.89   287   14.0   41
IR     GOES12  20050825  2245    2.83   105.84   275   15.2   41
IR     GOES12  20050825  2245    2.60   104.74   300    8.8   43
IR     GOES12  20050825  2245    2.56   104.41   300    9.6   54
IR     GOES12  20050825  2245    2.67   104.21   275   15.1   42
IR     GOES12  20050825  2245    2.56   103.19   287   15.0   28
IR     GOES12  20050825  2245    2.63   103.04   237   15.6   31
IR     GOES12  20050825  2245    2.75    95.09   831    6.0   31
IR     GOES12  20050825  2245    2.45    89.24   793    9.3   27
IR     GOES12  20050825  2245    2.84    86.43   237   21.0   63
IR     GOES12  20050825  2245    2.51    84.67   150   20.5   63
IR     GOES12  20050825  2245    2.51    84.52   150   21.5   64
IR     GOES12  20050825  2245    2.77    84.08   150   20.0   64
IR     GOES12  20050825  2245    2.77    83.98   150   21.7   63
IR     GOES12  20050825  2245    2.51    83.29   250   22.0   68
IR     GOES12  20050825  2245    2.69    81.99   325   13.0   94
IR     GOES12  20050825  2245    2.65    81.45   325   13.2   94
IR     GOES12  20050825  2245    2.36    78.57   162   20.9   77
IR     GOES12  20050825  2245    2.57    36.07   325   13.4   24
IR     GOES12  20050825  2245    2.13   109.13   262   17.3   54
IR     GOES12  20050825  2245    2.35   108.04   287   13.8   46
IR     GOES12  20050825  2245    1.98   107.51   250   22.4   50
IR     GOES12  20050825  2245    1.98   107.17   250   22.8   48
IR     GOES12  20050825  2245    1.98   106.71   250   18.0   47
IR     GOES12  20050825  2245    2.27   106.59   250   17.9   45
IR     GOES12  20050825  2245    1.97   105.27   187    9.6   34
IR     GOES12  20050825  2245    2.08   104.96   287   11.3   41
IR     GOES12  20050825  2245    2.12   104.45   275   12.5   42
IR     GOES12  20050825  2245    2.15   104.30   300   12.8   40
IR     GOES12  20050825  2245    1.86   103.78   200   16.4   26
IR     GOES12  20050825  2245    2.04   103.23   275   15.4   21
IR     GOES12  20050825  2245    2.04   103.03   287   15.8   24
IR     GOES12  20050825  2245    1.95    95.37   850    5.8   38
IR     GOES12  20050825  2245    2.30    89.21   793    8.3   30
IR     GOES12  20050825  2245    2.18    84.71   162   20.9   63
IR     GOES12  20050825  2245    2.25    81.82   262   18.7   75
IR     GOES12  20050825  2245    2.29    81.61   262   17.1   76
IR     GOES12  20050825  2245    2.25    79.14   175   25.8   84
IR     GOES12  20050825  2245    1.96    78.61   187   19.9   81
IR     GOES12  20050825  2245    2.32    31.92   262   14.6   28
IR     GOES12  20050825  2245    1.57   108.67   287   14.8   55
IR     GOES12  20050825  2245    1.65   108.57   300   15.5   55
IR     GOES12  20050825  2245    1.64   107.86   250   22.2   51
IR     GOES12  20050825  2245    1.68   107.80   262   20.3   51
IR     GOES12  20050825  2245    1.72   107.24   250   23.7   51
IR     GOES12  20050825  2245    1.64   106.86   250   20.0   48
IR     GOES12  20050825  2245    1.53   105.57   250   18.2   47
IR     GOES12  20050825  2245    1.45   105.28   225   14.3   43
IR     GOES12  20050825  2245    1.60   104.44   237   15.4   32
IR     GOES12  20050825  2245    1.37   104.10   225   15.1   26
IR     GOES12  20050825  2245    1.45   103.90   237   15.9   24
IR     GOES12  20050825  2245    1.74   103.25   175   14.6   17
IR     GOES12  20050825  2245    1.37   103.04   187   18.8   19
IR     GOES12  20050825  2245    1.36    95.73   812    6.7   52
IR     GOES12  20050825  2245    1.64    89.10   812    6.5   36
IR     GOES12  20050825  2245    1.75    81.78   162   20.4   70
IR     GOES12  20050825  2245    0.93   107.44   262   18.1   54
IR     GOES12  20050825  2245    1.05   107.15   262   19.6   55
IR     GOES12  20050825  2245    0.82   105.74   300   11.0   42
IR     GOES12  20050825  2245    0.82   105.53   287   11.2   37
IR     GOES12  20050825  2245    1.23   105.10   275    9.2   50
IR     GOES12  20050825  2245    0.93   104.58   212   17.6   29
IR     GOES12  20050825  2245    0.86   104.37   250   18.6   34
IR     GOES12  20050825  2245    1.19   103.87   225   16.6   23
IR     GOES12  20050825  2245    1.19   103.11   187   19.7   14
IR     GOES12  20050825  2245    0.85   102.73   287   14.8   29
IR     GOES12  20050825  2245    0.89    97.76   831    5.2   72
IR     GOES12  20050825  2245    0.76    34.06   562    9.5   96
IR     GOES12  20050825  2245    1.07    31.67   812    7.6  126
IR     GOES12  20050825  2245    0.53   108.85   262   21.4   54
IR     GOES12  20050825  2245    0.41   108.27   250   20.6   52
IR     GOES12  20050825  2245    0.60   108.00   250   17.1   53
IR     GOES12  20050825  2245    0.56   107.68   262   14.8   62
IR     GOES12  20050825  2245    0.30   106.69   287   12.4   50
IR     GOES12  20050825  2245    0.41   106.61   287   12.4   52
IR     GOES12  20050825  2245    0.60   105.92   275   11.1   49
IR     GOES12  20050825  2245    0.19   105.69   225   12.7   40
IR     GOES12  20050825  2245    0.63   105.38   262   12.4   39
IR     GOES12  20050825  2245    0.60   104.78   237   16.8   29
IR     GOES12  20050825  2245    0.60   104.68   237   17.1   27
IR     GOES12  20050825  2245    0.44    78.36   325   16.8   77
IR     GOES12  20050825  2245    0.65    34.19   550    8.8   96
IR     GOES12  20050825  2245    0.50    32.94   793    8.1  120
IR     GOES12  20050825  2245    0.65    31.44   831    8.9  125
IR     GOES12  20050825  2245    0.00   108.82   250   22.8   53
IR     GOES12  20050825  2245    0.00   106.37   287   12.6   51
IR     GOES12  20050825  2245    0.04   106.21   300   12.3   48
IR     GOES12  20050825  2245    0.11   104.83   262   14.5   39
WV     GOES12  20050825  2245   10.96   108.39   187   19.3   50
WV     GOES12  20050825  2245   10.96   106.39   212   11.7   41
WV     GOES12  20050825  2245   10.94   105.11   187   20.4   34
WV     GOES12  20050825  2245   10.82    97.00   237   19.2   56
WV     GOES12  20050825  2245   10.78    96.43   225   18.0   66
WV     GOES12  20050825  2245   10.85    95.85   175   16.7   69
WV     GOES12  20050825  2245   10.84    95.39   175   14.9   72
WV     GOES12  20050825  2245   10.95    95.21   175   13.6   76
WV     GOES12  20050825  2245   10.66    92.26   187   11.4  113
WV     GOES12  20050825  2245   10.81    92.09   187   11.9  114
WV     GOES12  20050825  2245   10.88    87.85   150   22.8   82
WV     GOES12  20050825  2245   10.99    87.29   175   19.7   76
WV     GOES12  20050825  2245   10.77    81.96   275    7.9   85
WV     GOES12  20050825  2245   10.76    79.46   275    7.6  103
WV     GOES12  20050825  2245   10.76    79.42   287    7.6  100
WV     GOES12  20050825  2245   10.87    77.88   200    6.5   77
WV     GOES12  20050825  2245   10.61    77.63   200    6.5   57
WV     GOES12  20050825  2245   10.72    77.02   162   12.7   47
WV     GOES12  20050825  2245   10.95    76.58   162   12.5   42
WV     GOES12  20050825  2245   10.72    75.74   137   16.1   34
WV     GOES12  20050825  2245   10.83    75.57   137   15.7   32
WV     GOES12  20050825  2245   10.76    74.75   162   19.3   63
WV     GOES12  20050825  2245   10.91    74.62   137   18.7   62
WV     GOES12  20050825  2245   10.78    65.99   137   16.6   51
WV     GOES12  20050825  2245   10.97    65.77   162   17.3   50
WV     GOES12  20050825  2245   10.64    65.31   187   15.5   53
WV     GOES12  20050825  2245   10.83    65.02   175   14.4   46
WV     GOES12  20050825  2245   10.72    63.79   325    9.5   58
WV     GOES12  20050825  2245   10.95    62.89   325    7.8   69
WV     GOES12  20050825  2245   10.73    62.31   187   14.0   49
WV     GOES12  20050825  2245   10.72    59.29   212    7.3  113
WV     GOES12  20050825  2245   10.76    59.15   200    8.9  105
WV     GOES12  20050825  2245   10.91    54.84   212    9.3  108
WV     GOES12  20050825  2245   10.95    54.56   212   11.5  103
WV     GOES12  20050825  2245   10.93    53.27   175    9.4  101
WV     GOES12  20050825  2245   10.90    52.99   175    8.9  108
WV     GOES12  20050825  2245   10.92    51.07   237    8.8  102
WV     GOES12  20050825  2245   11.00    48.35   175    5.8  113
WV     GOES12  20050825  2245   10.94    45.10   275    5.4   83
WV     GOES12  20050825  2245   10.99    41.86   325   13.6   87
WV     GOES12  20050825  2245   10.50   110.38   200   23.7   60
WV     GOES12  20050825  2245   10.53   110.04   200   23.4   61
WV     GOES12  20050825  2245   10.48   109.58   200   24.1   58
WV     GOES12  20050825  2245   10.78   109.26   200   23.4   60
WV     GOES12  20050825  2245   10.78   108.95   187   22.1   59
WV     GOES12  20050825  2245   10.50   108.40   187   23.4   54
WV     GOES12  20050825  2245   10.57   108.00   175   23.2   44
WV     GOES12  20050825  2245   10.41   107.67   175   21.8   45
WV     GOES12  20050825  2245   10.65   105.94   200   21.9   34
WV     GOES12  20050825  2245   10.37   105.40   212   24.5   28
WV     GOES12  20050825  2245   10.37   105.01   200   24.1   28
WV     GOES12  20050825  2245   10.70   104.66   200   23.1   30
WV     GOES12  20050825  2245   10.55   104.25   200   23.4   30
WV     GOES12  20050825  2245   10.70   104.14   200   20.6   32
WV     GOES12  20050825  2245   10.77   103.68   212   18.1   46
WV     GOES12  20050825  2245   10.68   103.15   187   26.8   30
WV     GOES12  20050825  2245   10.29   102.65   300   17.3   64
WV     GOES12  20050825  2245   10.52   102.52   262   16.4   69
WV     GOES12  20050825  2245   10.44   102.01   250   14.3   69
WV     GOES12  20050825  2245   10.59   101.85   262   11.1   81
WV     GOES12  20050825  2245   10.72   100.97   287   14.9   70
WV     GOES12  20050825  2245   10.45   100.17   287   17.3   70
WV     GOES12  20050825  2245   10.26    99.91   262   13.9   86
WV     GOES12  20050825  2245   10.40    99.53   300   17.8   62
WV     GOES12  20050825  2245   10.45    97.18   250   17.7   55
WV     GOES12  20050825  2245   10.67    96.94   250   20.9   58
WV     GOES12  20050825  2245   10.25    96.43   200   20.3   60
WV     GOES12  20050825  2245   10.32    96.11   200   20.2   68
WV     GOES12  20050825  2245   10.59    96.02   187   18.8   69
WV     GOES12  20050825  2245   10.62    95.67   175   16.6   72
WV     GOES12  20050825  2245   10.20    95.15   137   14.2   79
WV     GOES12  20050825  2245   10.62    92.37   187   11.5  101
WV     GOES12  20050825  2245   10.62    92.21   187   12.0  103
WV     GOES12  20050825  2245   10.13    87.77   162   22.3   87
WV     GOES12  20050825  2245   10.32    87.54   162   21.0   84
WV     GOES12  20050825  2245   10.35    86.97   162   24.2   80
WV     GOES12  20050825  2245   10.39    86.65   150   23.8   75
WV     GOES12  20050825  2245   10.20    86.34   150   21.2   69
WV     GOES12  20050825  2245   10.17    79.83   275    8.2   96
WV     GOES12  20050825  2245   10.50    79.54   325    8.8  111
WV     GOES12  20050825  2245   10.20    78.72   175   12.2   64
WV     GOES12  20050825  2245   10.20    77.39   162    9.0   43
WV     GOES12  20050825  2245   10.13    77.31   150   11.7   48
WV     GOES12  20050825  2245   10.42    76.85   150   13.1   41
WV     GOES12  20050825  2245   10.16    76.68   150   12.9   39
WV     GOES12  20050825  2245   10.20    76.38   150   14.5   31
WV     GOES12  20050825  2245   10.20    75.99   150   15.5   40
WV     GOES12  20050825  2245   10.50    75.59   137   16.3   33
WV     GOES12  20050825  2245   10.50    75.44   137   16.1   33
WV     GOES12  20050825  2245   10.16    74.98   150   16.0   52
WV     GOES12  20050825  2245   10.09    74.56   150   17.7   53
WV     GOES12  20050825  2245   10.09    74.31   137   18.3   57
WV     GOES12  20050825  2245   10.05    74.18   137   18.1   55
WV     GOES12  20050825  2245   10.56    66.04   137   15.8   55
WV     GOES12  20050825  2245   10.08    64.79   187   12.2   50
WV     GOES12  20050825  2245   10.38    63.98   262    9.9   59
WV     GOES12  20050825  2245   10.13    63.49   250   13.2   64
WV     GOES12  20050825  2245   10.20    62.75   200   11.0   69
WV     GOES12  20050825  2245   10.20    62.73   200   11.9   68
WV     GOES12  20050825  2245   10.39    62.31   200   12.7   56
WV     GOES12  20050825  2245   10.10    61.91   187    6.2   74
WV     GOES12  20050825  2245   10.41    60.17   337    7.9   87
WV     GOES12  20050825  2245   10.23    59.81   237    9.7   93
WV     GOES12  20050825  2245   10.58    54.68   212   11.1  105
WV     GOES12  20050825  2245   10.58    54.47   212   11.4  106
WV     GOES12  20050825  2245   10.52    53.38   275    8.5  102
WV     GOES12  20050825  2245   10.37    53.11   300    6.9   81
WV     GOES12  20050825  2245   10.60    52.61   262    8.4   98
WV     GOES12  20050825  2245   10.38    52.37   275    7.0   86
WV     GOES12  20050825  2245   10.59    50.40   262    5.0   93
WV     GOES12  20050825  2245   10.65    48.67   175    9.5   87
WV     GOES12  20050825  2245   10.51    48.33   175    8.8   89
WV     GOES12  20050825  2245   10.51    45.58   250    5.3   87
WV     GOES12  20050825  2245   10.60    44.43   162   12.0   58
WV     GOES12  20050825  2245   10.57    43.99   150   11.8   48
WV     GOES12  20050825  2245   10.77    43.56   150   11.6   40
WV     GOES12  20050825  2245   10.39    43.45   200   11.5   41
WV     GOES12  20050825  2245   10.74    42.99   162   11.2   46
WV     GOES12  20050825  2245   10.51    38.95   162   12.8   82
WV     GOES12  20050825  2245   10.71    38.65   150   13.1   77
WV     GOES12  20050825  2245   10.83    38.30   137   11.0  106
WV     GOES12  20050825  2245   10.93    37.05   162    7.7   92
WV     GOES12  20050825  2245   10.82    36.86   175    8.1   95
WV     GOES12  20050825  2245   10.58    35.17   337   12.3   85
WV     GOES12  20050825  2245   10.56    34.28   375    9.5   67
WV     GOES12  20050825  2245   10.85    31.86   300   13.0   81
WV     GOES12  20050825  2245   10.58    31.65   300   13.0   82
WV     GOES12  20050825  2245   10.99    30.68   325   12.6   67
WV     GOES12  20050825  2245   10.95    30.58   325   12.4   72
WV     GOES12  20050825  2245    9.97   110.76   187   24.5   61
WV     GOES12  20050825  2245    9.96   110.15   200   26.8   62
WV     GOES12  20050825  2245   10.10   109.69   187   25.0   58
WV     GOES12  20050825  2245   10.28   109.10   200   23.5   58
WV     GOES12  20050825  2245   10.27   108.45   175   23.7   56
WV     GOES12  20050825  2245    9.96   108.21   162   23.7   54
WV     GOES12  20050825  2245   10.15   107.91   175   22.5   46
WV     GOES12  20050825  2245    9.81   105.57   212   26.4   32
WV     GOES12  20050825  2245    9.84   105.28   212   26.3   32
WV     GOES12  20050825  2245   10.14   105.00   200   24.4   28
WV     GOES12  20050825  2245   10.13   104.43   212   23.4   32
WV     GOES12  20050825  2245    9.84   102.75   262   17.6   57
WV     GOES12  20050825  2245   10.03   102.64   287   17.4   58
WV     GOES12  20050825  2245    9.74   100.49   287   17.4   64
WV     GOES12  20050825  2245    9.84   100.13   275   17.6   62
WV     GOES12  20050825  2245    9.90    98.25   387    5.8  100
WV     GOES12  20050825  2245    9.97    97.88   237   19.1   58
WV     GOES12  20050825  2245   10.11    97.48   250   19.5   55
WV     GOES12  20050825  2245    9.85    97.20   187   18.1   59
WV     GOES12  20050825  2245   10.07    96.63   200   21.3   58
WV     GOES12  20050825  2245   10.10    96.37   200   20.4   60
WV     GOES12  20050825  2245    9.91    95.94   212   19.5   69
WV     GOES12  20050825  2245    9.79    95.53   212   13.8   80
WV     GOES12  20050825  2245    9.79    95.23   137   15.0   90
WV     GOES12  20050825  2245   10.02    92.60   187   11.1  100
WV     GOES12  20050825  2245    9.98    87.85   162   22.6   87
WV     GOES12  20050825  2245    9.61    87.61   162   24.6   82
WV     GOES12  20050825  2245    9.98    87.26   162   21.6   91
WV     GOES12  20050825  2245    9.98    86.48   162   19.2   75
WV     GOES12  20050825  2245    9.98    86.39   162   18.9   76
WV     GOES12  20050825  2245    9.60    85.94   162   20.6   82
WV     GOES12  20050825  2245    9.73    82.76   275   14.9   98
WV     GOES12  20050825  2245    9.88    82.51   300   11.6  104
WV     GOES12  20050825  2245    9.92    81.81   300   14.9   78
WV     GOES12  20050825  2245    9.62    81.04   312   10.1   67
WV     GOES12  20050825  2245    9.87    80.40   275    7.7  101
WV     GOES12  20050825  2245    9.95    79.85   275    8.6   99
WV     GOES12  20050825  2245    9.95    79.68   275    9.0  102
WV     GOES12  20050825  2245    9.83    78.86   175   11.1   69
WV     GOES12  20050825  2245    9.94    78.73   175   11.0   71
WV     GOES12  20050825  2245    9.61    77.32   150   11.7   51
WV     GOES12  20050825  2245    9.76    77.16   150   12.9   46
WV     GOES12  20050825  2245    9.53    76.61   150   15.0   30
WV     GOES12  20050825  2245    9.94    76.45   150   14.5   31
WV     GOES12  20050825  2245    9.90    76.11   150   15.2   32
WV     GOES12  20050825  2245    9.90    75.84   150   15.1   34
WV     GOES12  20050825  2245    9.94    75.42   150   17.5   31
WV     GOES12  20050825  2245    9.60    64.83   187   14.2   54
WV     GOES12  20050825  2245    9.67    64.40   200   13.5   68
WV     GOES12  20050825  2245    9.80    61.90   325   10.4   70
WV     GOES12  20050825  2245    9.80    61.35   287   11.1   76
WV     GOES12  20050825  2245    9.70    60.88   337   12.9   84
WV     GOES12  20050825  2245    9.74    60.01   237   14.4   81
WV     GOES12  20050825  2245    9.74    59.79   237   14.3   83
WV     GOES12  20050825  2245    9.74    59.62   237   11.3   91
WV     GOES12  20050825  2245    9.82    54.79   187   18.4  103
WV     GOES12  20050825  2245    9.86    54.48   212   14.3  106
WV     GOES12  20050825  2245    9.87    53.97   250   11.0  105
WV     GOES12  20050825  2245    9.73    53.21   212   16.1  100
WV     GOES12  20050825  2245    9.73    53.14   212   15.9  100
WV     GOES12  20050825  2245   10.03    52.76   275    9.1   92
WV     GOES12  20050825  2245   10.16    48.47   262    9.6   93
WV     GOES12  20050825  2245   10.05    48.38   250    9.5   99
WV     GOES12  20050825  2245    9.96    46.88   275    5.1   79
WV     GOES12  20050825  2245    9.93    46.27   225    8.2   74
WV     GOES12  20050825  2245    9.90    45.86   212    9.3   67
WV     GOES12  20050825  2245   10.21    45.64   237    7.0   79
WV     GOES12  20050825  2245   10.14    45.21   225   10.9   64
WV     GOES12  20050825  2245   10.14    44.84   150   11.0   57
WV     GOES12  20050825  2245    9.77    44.52   150   13.0   46
WV     GOES12  20050825  2245   10.12    44.07   200   14.4   43
WV     GOES12  20050825  2245   10.20    43.50   212   12.2   40
WV     GOES12  20050825  2245   10.21    42.85   225   12.0   53
WV     GOES12  20050825  2245    9.87    42.54   350   12.9   61
WV     GOES12  20050825  2245   10.04    39.69   300   12.5   79
WV     GOES12  20050825  2245   10.09    38.64   150    9.9   77
WV     GOES12  20050825  2245   10.32    36.80   187    8.0   83
WV     GOES12  20050825  2245   10.29    36.22   175    6.6   80
WV     GOES12  20050825  2245   10.10    35.98   212    8.3   62
WV     GOES12  20050825  2245   10.20    35.15   262    5.8   91
WV     GOES12  20050825  2245   10.12    35.04   262    5.8   90
WV     GOES12  20050825  2245    9.98    34.43   275    6.5   82
WV     GOES12  20050825  2245   10.07    31.93   300   12.6   78
WV     GOES12  20050825  2245   10.43    31.40   300   13.1   81
WV     GOES12  20050825  2245   10.45    30.24   325   10.9   70
WV     GOES12  20050825  2245    9.66   110.63   187   23.8   65
WV     GOES12  20050825  2245    9.69   110.06   200   27.6   60
WV     GOES12  20050825  2245    9.67   109.15   200   25.7   58
WV     GOES12  20050825  2245    9.60   107.28   250   16.2   87
WV     GOES12  20050825  2245    9.65   105.57   212   26.5   33
WV     GOES12  20050825  2245    9.52   103.76   200   27.0   33
WV     GOES12  20050825  2245    9.47   103.11   325   15.4   64
WV     GOES12  20050825  2245    9.22   101.16   325   11.7   73
WV     GOES12  20050825  2245    9.47   100.49   300   18.7   63
WV     GOES12  20050825  2245    9.55   100.42   300   18.8   63
WV     GOES12  20050825  2245    9.28    99.76   287   22.6   52
WV     GOES12  20050825  2245    9.08    99.43   212   24.2   52
WV     GOES12  20050825  2245    9.08    99.02   212   22.1   58
WV     GOES12  20050825  2245    9.53    98.82   212   23.2   56
WV     GOES12  20050825  2245    9.11    98.35   212   20.2   60
WV     GOES12  20050825  2245    9.33    98.08   212   21.4   70
WV     GOES12  20050825  2245    9.18    97.69   200   19.3   51
WV     GOES12  20050825  2245    9.28    97.06   187   17.0   63
WV     GOES12  20050825  2245    9.47    96.84   200   20.8   57
WV     GOES12  20050825  2245    9.12    96.16   200   14.9   76
WV     GOES12  20050825  2245    9.20    96.07   187   12.9   80
WV     GOES12  20050825  2245    9.30    95.47   162   13.8   90
WV     GOES12  20050825  2245    9.38    95.29   137   13.6   91
