 type   sat      day     hms     lat     lon     pre   spd   dir
WV     GOES12  20050825  2245   31.55    70.72   325   18.0  299
WV     GOES12  20050825  2245   31.64    70.44   287   20.1  297
WV     GOES12  20050825  2245   31.69    70.26   325   19.5  296
WV     GOES12  20050825  2245   31.83    69.78   337   13.1  287
WV     GOES12  20050825  2245   31.79    69.25   312   17.5  293
WV     GOES12  20050825  2245   31.52    68.85   275   13.8  289
WV     GOES12  20050825  2245   31.66    68.58   262   13.7  283
WV     GOES12  20050825  2245   31.99    67.95   312   15.5  259
WV     GOES12  20050825  2245   31.87    66.52   312   14.2  251
WV     GOES12  20050825  2245   31.97    65.80   262   14.6  238
WV     GOES12  20050825  2245   32.03    65.43   175   13.1  246
WV     GOES12  20050825  2245   31.61    65.31   175   14.0  272
WV     GOES12  20050825  2245   31.17    79.09   225    5.0  316
WV     GOES12  20050825  2245   31.21    78.07   225    9.4  335
WV     GOES12  20050825  2245   31.12    77.62   237   12.0  330
WV     GOES12  20050825  2245   30.70    77.12   262   14.3  327
WV     GOES12  20050825  2245   30.84    77.00   262   15.3  327
WV     GOES12  20050825  2245   31.12    76.66   275   14.5  341
WV     GOES12  20050825  2245   31.11    74.95   437    9.4  332
WV     GOES12  20050825  2245   30.77    69.35   325   12.5  301
WV     GOES12  20050825  2245   31.10    69.08   300   14.6  295
WV     GOES12  20050825  2245   31.15    68.77   275   14.5  286
WV     GOES12  20050825  2245   30.88    67.87   300   11.3  287
WV     GOES12  20050825  2245   31.00    65.78   175   12.9  284
WV     GOES12  20050825  2245   31.23    65.45   175   12.6  277
WV     GOES12  20050825  2245   30.18    80.34   225    5.4  347
WV     GOES12  20050825  2245   30.13    80.02   225    6.3  323
WV     GOES12  20050825  2245   30.30    79.34   225    7.8  326
WV     GOES12  20050825  2245   30.39    79.20   237    8.3  351
WV     GOES12  20050825  2245   30.49    69.96   237   18.8  302
WV     GOES12  20050825  2245   30.22    69.63   312   15.6  303
WV     GOES12  20050825  2245   30.47    67.83   287    9.5  284
WV     GOES12  20050825  2245   30.51    67.73   287    9.4  280
WV     GOES12  20050825  2245   30.12    66.63   150   13.0  314
WV     GOES12  20050825  2245   30.54    65.91   150   12.7  298
WV     GOES12  20050825  2245   29.91    94.62   237    7.6  101
WV     GOES12  20050825  2245   29.90    94.27   187    7.2  101
WV     GOES12  20050825  2245   29.80    94.11   187    9.7   97
WV     GOES12  20050825  2245   29.69    91.63   237    9.0   82
WV     GOES12  20050825  2245   29.73    91.25   275    9.8   88
WV     GOES12  20050825  2245   29.62    90.63   137   14.9   77
WV     GOES12  20050825  2245   29.56    89.85   150    8.0   59
WV     GOES12  20050825  2245   29.54    89.06   150    7.9   71
WV     GOES12  20050825  2245   29.53    88.86   150    8.3   72
WV     GOES12  20050825  2245   29.48    88.60   150    7.2   74
WV     GOES12  20050825  2245   29.97    88.24   137   15.0   36
WV     GOES12  20050825  2245   29.51    87.64   162    5.9   37
WV     GOES12  20050825  2245   29.82    87.23   187    9.7   25
WV     GOES12  20050825  2245   29.86    87.19   175    9.3   24
WV     GOES12  20050825  2245   29.37    84.58   250    8.4   60
WV     GOES12  20050825  2245   29.68    84.17   262    5.1   39
WV     GOES12  20050825  2245   29.49    70.29   262   14.9  297
WV     GOES12  20050825  2245   29.40    70.15   225   14.0  297
WV     GOES12  20050825  2245   29.40    69.90   250   12.5  298
WV     GOES12  20050825  2245   29.51    68.11   225   11.8  322
WV     GOES12  20050825  2245   29.43    67.55   225   12.4  310
WV     GOES12  20050825  2245   29.71    66.96   137   12.7  321
WV     GOES12  20050825  2245   29.71    66.94   137   12.6  321
WV     GOES12  20050825  2245   29.94    66.47   137   13.2  321
WV     GOES12  20050825  2245   29.90    66.13   137   15.7  330
WV     GOES12  20050825  2245   29.28    94.86   200   11.1   97
WV     GOES12  20050825  2245   29.28    94.76   187   15.3   91
WV     GOES12  20050825  2245   29.40    94.15   250   12.2   91
WV     GOES12  20050825  2245   29.19    93.32   200   15.0   87
WV     GOES12  20050825  2245   29.37    93.07   212   13.3   85
WV     GOES12  20050825  2245   29.02    92.01   212   14.2   74
WV     GOES12  20050825  2245   29.31    90.96   137   13.5   66
WV     GOES12  20050825  2245   28.81    90.54   137   14.6   67
WV     GOES12  20050825  2245   28.90    90.40   250   11.1   74
WV     GOES12  20050825  2245   28.92    89.52   150    9.9   57
WV     GOES12  20050825  2245   29.32    89.13   150    9.2   73
WV     GOES12  20050825  2245   28.99    88.62   150    5.8   75
WV     GOES12  20050825  2245   29.21    88.38   150    5.8   74
WV     GOES12  20050825  2245   29.16    88.22   150    6.5   78
WV     GOES12  20050825  2245   29.24    87.83   162    7.1   53
WV     GOES12  20050825  2245   29.16    85.92   325    5.4   67
WV     GOES12  20050825  2245   29.28    84.60   262    8.3   61
WV     GOES12  20050825  2245   29.13    79.86   175    5.4  278
WV     GOES12  20050825  2245   29.16    76.79   162   17.8  303
WV     GOES12  20050825  2245   29.03    74.95   225    9.6  356
WV     GOES12  20050825  2245   28.80    73.63   312   11.1   24
WV     GOES12  20050825  2245   28.72    73.51   300   11.7    6
WV     GOES12  20050825  2245   28.81    73.15   287    9.6  343
WV     GOES12  20050825  2245   29.17    71.49   262    9.0  322
WV     GOES12  20050825  2245   29.17    71.27   262   11.0  316
WV     GOES12  20050825  2245   28.90    71.00   337   11.1  309
WV     GOES12  20050825  2245   28.78    70.13   237   11.8  311
WV     GOES12  20050825  2245   29.23    69.86   250   11.9  297
WV     GOES12  20050825  2245   28.66    68.08   225   14.4  331
WV     GOES12  20050825  2245   29.07    67.51   137   11.6  310
WV     GOES12  20050825  2245   29.12    67.31   137   11.4  308
WV     GOES12  20050825  2245   28.75    94.98   175   15.0   99
WV     GOES12  20050825  2245   28.46    94.10   162   21.5   91
WV     GOES12  20050825  2245   28.45    93.94   162   21.6   92
WV     GOES12  20050825  2245   28.40    93.61   137   18.4   91
WV     GOES12  20050825  2245   28.52    93.20   175   21.3   86
WV     GOES12  20050825  2245   28.41    92.30   175   18.6   84
WV     GOES12  20050825  2245   28.66    91.84   200   16.9   77
WV     GOES12  20050825  2245   28.34    91.37   137   18.0   80
WV     GOES12  20050825  2245   28.64    90.99   137   15.9   73
WV     GOES12  20050825  2245   28.64    90.96   137   15.9   73
WV     GOES12  20050825  2245   28.32    90.53   137   15.3   81
WV     GOES12  20050825  2245   28.35    90.05   175   11.7   81
WV     GOES12  20050825  2245   28.57    89.71   162    9.3   78
WV     GOES12  20050825  2245   28.38    89.10   225    7.1   87
WV     GOES12  20050825  2245   28.38    89.02   225    8.2   82
WV     GOES12  20050825  2245   28.59    88.61   187    5.4   83
WV     GOES12  20050825  2245   28.58    88.23   150    6.2   89
WV     GOES12  20050825  2245   28.39    87.63   275    5.9   77
WV     GOES12  20050825  2245   28.56    87.18   225    5.3   65
WV     GOES12  20050825  2245   28.42    86.77   312    5.4   69
WV     GOES12  20050825  2245   28.55    86.39   275    8.6   77
WV     GOES12  20050825  2245   28.60    84.33   187    7.3   96
WV     GOES12  20050825  2245   28.51    84.17   150    7.1   98
WV     GOES12  20050825  2245   28.23    76.98   175   12.6  296
WV     GOES12  20050825  2245   28.27    76.89   187   12.8  296
WV     GOES12  20050825  2245   28.14    76.53   175   13.8  301
WV     GOES12  20050825  2245   28.23    74.83   225   14.3  352
WV     GOES12  20050825  2245   28.45    74.02   262   17.4  342
WV     GOES12  20050825  2245   28.45    73.63   287   14.8  349
WV     GOES12  20050825  2245   28.45    73.15   275   10.9  339
WV     GOES12  20050825  2245   28.14    72.68   300   12.0  333
WV     GOES12  20050825  2245   28.28    72.44   287   12.6  339
WV     GOES12  20050825  2245   28.50    72.22   325    8.5  336
WV     GOES12  20050825  2245   28.54    71.83   287   13.8  327
WV     GOES12  20050825  2245   28.47    69.91   237   15.0  312
WV     GOES12  20050825  2245   27.98    69.60   300   15.0  333
WV     GOES12  20050825  2245   28.03    69.14   312   16.2  330
WV     GOES12  20050825  2245   28.48    68.22   175   15.3  335
WV     GOES12  20050825  2245   28.53    67.92   225   14.6  331
WV     GOES12  20050825  2245   28.12    94.78   175   18.2   89
WV     GOES12  20050825  2245   27.93    94.48   187   19.0   88
WV     GOES12  20050825  2245   28.02    94.23   212   17.6   94
WV     GOES12  20050825  2245   28.03    93.25   137   20.1   95
WV     GOES12  20050825  2245   28.03    92.97   175   21.6   89
WV     GOES12  20050825  2245   27.70    92.49   262   13.8   94
WV     GOES12  20050825  2245   28.08    91.83   287   19.1   87
WV     GOES12  20050825  2245   27.97    90.62   137   13.4   87
WV     GOES12  20050825  2245   27.56    90.14   187   11.1  100
WV     GOES12  20050825  2245   27.60    89.90   187   11.2   98
WV     GOES12  20050825  2245   27.81    89.36   262    9.5   90
WV     GOES12  20050825  2245   27.98    89.24   262    8.5   86
WV     GOES12  20050825  2245   27.93    88.93   262    9.2   90
WV     GOES12  20050825  2245   27.57    88.23   275    8.9   92
WV     GOES12  20050825  2245   27.87    88.03   275    7.7   82
WV     GOES12  20050825  2245   27.54    86.95   275    6.5   93
WV     GOES12  20050825  2245   27.71    86.38   275    6.7   92
WV     GOES12  20050825  2245   27.71    86.28   275    6.5   90
WV     GOES12  20050825  2245   27.65    85.64   150   12.2  127
WV     GOES12  20050825  2245   27.69    85.57   150   12.4  127
WV     GOES12  20050825  2245   27.47    84.94   150   11.8  133
WV     GOES12  20050825  2245   27.85    84.15   150    8.0   65
WV     GOES12  20050825  2245   27.44    83.34   200    7.5   29
WV     GOES12  20050825  2245   27.80    79.84   187    6.5  102
WV     GOES12  20050825  2245   27.80    79.81   187    7.8   96
WV     GOES12  20050825  2245   27.63    79.42   175    7.3  108
WV     GOES12  20050825  2245   27.66    74.50   262   11.7  359
WV     GOES12  20050825  2245   27.44    72.08   250   11.7  341
WV     GOES12  20050825  2245   27.79    71.95   250   11.5  343
WV     GOES12  20050825  2245   27.88    71.35   250    8.7  353
WV     GOES12  20050825  2245   27.62    70.98   175   16.9  334
WV     GOES12  20050825  2245   27.80    70.85   175   18.2  338
WV     GOES12  20050825  2245   27.85    69.56   312   15.9  333
WV     GOES12  20050825  2245   27.68    69.21   300   16.3  330
WV     GOES12  20050825  2245   27.34    68.23   162   20.2  346
WV     GOES12  20050825  2245   26.94    93.34   337   17.5  101
WV     GOES12  20050825  2245   27.32    92.90   137   19.7   96
WV     GOES12  20050825  2245   27.31    92.57   200   14.5   92
WV     GOES12  20050825  2245   26.85    91.42   287   15.5   95
WV     GOES12  20050825  2245   27.01    90.93   287   17.4   94
WV     GOES12  20050825  2245   27.01    90.88   287   18.7   92
WV     GOES12  20050825  2245   26.87    90.38   312   12.8  102
WV     GOES12  20050825  2245   26.90    89.96   262   13.2   97
WV     GOES12  20050825  2245   26.88    89.02   287   10.0  110
WV     GOES12  20050825  2245   27.18    88.89   287   11.6   96
WV     GOES12  20050825  2245   26.91    87.94   200    7.2   91
WV     GOES12  20050825  2245   27.21    87.93   325    8.3   91
WV     GOES12  20050825  2245   27.24    87.23   275    7.5   83
WV     GOES12  20050825  2245   27.24    87.13   275    8.4   85
WV     GOES12  20050825  2245   26.78    85.90   137   11.6  126
WV     GOES12  20050825  2245   27.12    85.43   137    9.7  122
WV     GOES12  20050825  2245   27.29    84.77   150   11.8  129
WV     GOES12  20050825  2245   26.81    84.36   162    8.8  110
WV     GOES12  20050825  2245   27.19    83.99   137    7.6  132
WV     GOES12  20050825  2245   27.19    83.92   150    8.5  139
WV     GOES12  20050825  2245   27.27    83.42   200    8.3   74
WV     GOES12  20050825  2245   26.66    75.21   275   14.8    9
WV     GOES12  20050825  2245   26.97    70.84   137   13.8  336
WV     GOES12  20050825  2245   26.80    70.14   137   11.7  347
WV     GOES12  20050825  2245   27.12    68.34   162   21.6  349
WV     GOES12  20050825  2245   27.12    68.22   162   20.6  348
WV     GOES12  20050825  2245   26.32    90.98   287   18.4   99
WV     GOES12  20050825  2245   26.49    90.76   300   18.6  102
WV     GOES12  20050825  2245   26.56    90.23   312   14.1  105
WV     GOES12  20050825  2245   26.64    89.97   262   14.5  100
WV     GOES12  20050825  2245   26.37    89.31   200   16.1  106
WV     GOES12  20050825  2245   26.53    88.97   287    9.0  104
WV     GOES12  20050825  2245   26.53    88.94   287    8.8  104
WV     GOES12  20050825  2245   26.65    88.42   275    9.1  101
WV     GOES12  20050825  2245   26.65    87.95   200    7.9   91
WV     GOES12  20050825  2245   26.60    87.63   200    7.4  103
WV     GOES12  20050825  2245   26.41    87.10   212    4.2   95
WV     GOES12  20050825  2245   26.53    86.43   237    6.4   89
WV     GOES12  20050825  2245   26.32    86.36   150    4.8   90
WV     GOES12  20050825  2245   26.29    84.96   137    9.2  126
WV     GOES12  20050825  2245   26.38    84.68   137    8.5  110
WV     GOES12  20050825  2245   26.63    84.30   175    8.4  112
WV     GOES12  20050825  2245   26.63    84.18   175    8.0  109
WV     GOES12  20050825  2245   26.10    83.51   150    7.3   65
WV     GOES12  20050825  2245   26.40    82.73   150    7.0   60
WV     GOES12  20050825  2245   26.48    82.38   162    6.8   45
WV     GOES12  20050825  2245   26.00    81.44   137    9.4   50
WV     GOES12  20050825  2245   26.31    73.43   212   12.3   35
WV     GOES12  20050825  2245   26.53    73.07   300   12.2   29
WV     GOES12  20050825  2245   26.23    72.12   325    9.1   44
WV     GOES12  20050825  2245   26.50    70.44   137   14.4  338
WV     GOES12  20050825  2245   26.50    70.25   137   13.5  342
WV     GOES12  20050825  2245   26.51    68.83   175   17.9  353
WV     GOES12  20050825  2245   26.11    94.88   287   11.4   99
WV     GOES12  20050825  2245   25.95    93.55   212   15.1   85
WV     GOES12  20050825  2245   26.07    93.35   212   16.5   86
WV     GOES12  20050825  2245   25.76    92.88   212   17.6   82
WV     GOES12  20050825  2245   25.96    92.24   275   19.1   86
WV     GOES12  20050825  2245   25.96    92.12   300   17.8   86
WV     GOES12  20050825  2245   25.69    91.65   287   18.8   83
WV     GOES12  20050825  2245   25.64    91.39   287   18.8   81
WV     GOES12  20050825  2245   25.89    91.04   300   15.7   88
WV     GOES12  20050825  2245   25.87    90.12   187   19.4  106
WV     GOES12  20050825  2245   25.86    89.70   312   18.2  104
WV     GOES12  20050825  2245   25.94    89.37   200   16.8  111
WV     GOES12  20050825  2245   25.85    89.21   200   16.2  111
WV     GOES12  20050825  2245   25.88    88.53   300   12.1  103
WV     GOES12  20050825  2245   25.84    88.48   300   11.6  103
WV     GOES12  20050825  2245   25.44    87.79   362    8.7  106
WV     GOES12  20050825  2245   25.63    86.33   237    5.4  122
WV     GOES12  20050825  2245   25.88    86.16   262    4.0  116
WV     GOES12  20050825  2245   25.75    85.69   150    7.4   76
WV     GOES12  20050825  2245   25.75    85.57   150    7.5   76
WV     GOES12  20050825  2245   25.91    85.04   187   12.4  121
WV     GOES12  20050825  2245   25.95    84.76   150    8.9  105
WV     GOES12  20050825  2245   25.59    83.82   162    5.7   95
WV     GOES12  20050825  2245   25.59    83.70   162    5.4   98
WV     GOES12  20050825  2245   25.80    83.39   162   11.8  111
WV     GOES12  20050825  2245   25.54    82.45   137    6.7   45
WV     GOES12  20050825  2245   25.91    81.39   137    9.2   56
WV     GOES12  20050825  2245   25.65    81.23   137    8.4   53
WV     GOES12  20050825  2245   25.52    80.94   150    5.7    1
WV     GOES12  20050825  2245   25.67    76.30   162   19.7  343
WV     GOES12  20050825  2245   25.41    75.93   175   13.7  353
WV     GOES12  20050825  2245   25.63    75.12   137   21.2  339
WV     GOES12  20050825  2245   25.63    74.98   137   20.2  341
WV     GOES12  20050825  2245   25.67    74.14   162   21.2  332
WV     GOES12  20050825  2245   25.85    72.20   325    7.2   21
WV     GOES12  20050825  2245   25.42    71.75   312    7.4    9
WV     GOES12  20050825  2245   25.85    71.50   337    7.9   18
WV     GOES12  20050825  2245   25.94    71.03   337    9.7   11
WV     GOES12  20050825  2245   25.94    70.32   137   18.1  347
WV     GOES12  20050825  2245   25.94    69.95   137   17.9  352
WV     GOES12  20050825  2245   25.94    66.12   225    7.1  318
WV     GOES12  20050825  2245   25.25    94.63   162   14.7   82
WV     GOES12  20050825  2245   25.24    94.45   162   14.0   82
WV     GOES12  20050825  2245   25.44    93.81   212   13.5   78
WV     GOES12  20050825  2245   25.44    93.76   212   13.2   78
WV     GOES12  20050825  2245   25.34    93.36   212   14.1   80
WV     GOES12  20050825  2245   25.41    92.70   250   15.4   79
WV     GOES12  20050825  2245   25.41    92.65   275   15.4   79
WV     GOES12  20050825  2245   25.36    92.24   312   16.4   81
WV     GOES12  20050825  2245   25.43    91.46   312   16.8   83
WV     GOES12  20050825  2245   24.98    90.57   375   10.8   87
WV     GOES12  20050825  2245   25.02    90.36   325   10.2   88
WV     GOES12  20050825  2245   25.09    89.86   312   16.9   83
WV     GOES12  20050825  2245   25.29    89.06   325   11.1  121
WV     GOES12  20050825  2245   24.89    87.94   237    9.9  124
WV     GOES12  20050825  2245   25.31    87.80   350    8.5  105
WV     GOES12  20050825  2245   25.26    87.29   225   10.8  109
WV     GOES12  20050825  2245   24.91    86.25   162    9.2  109
WV     GOES12  20050825  2245   24.98    85.33   150    7.6  103
WV     GOES12  20050825  2245   25.10    85.27   162    7.8  102
WV     GOES12  20050825  2245   24.97    84.90   137   17.4  106
WV     GOES12  20050825  2245   25.30    84.34   162   15.6  103
WV     GOES12  20050825  2245   25.13    83.95   137   14.5   97
WV     GOES12  20050825  2245   25.13    83.90   150   14.4   97
WV     GOES12  20050825  2245   25.28    82.29   162    8.3   81
WV     GOES12  20050825  2245   25.15    82.00   137    7.0   59
WV     GOES12  20050825  2245   25.06    81.55   137    8.3    7
WV     GOES12  20050825  2245   24.81    81.39   187    4.7   65
WV     GOES12  20050825  2245   25.27    80.88   162    6.1  356
WV     GOES12  20050825  2245   25.29    75.81   175   14.6  355
WV     GOES12  20050825  2245   24.86    74.63   137   23.3  335
WV     GOES12  20050825  2245   25.12    74.19   162   23.9  337
WV     GOES12  20050825  2245   25.08    74.10   162   24.1  337
WV     GOES12  20050825  2245   24.95    73.59   137   25.0  338
WV     GOES12  20050825  2245   25.21    71.36   337    8.4   16
WV     GOES12  20050825  2245   25.25    71.31   337    8.0   15
WV     GOES12  20050825  2245   24.92    70.51   362    6.1   34
WV     GOES12  20050825  2245   24.83    66.53   250   19.2  269
WV     GOES12  20050825  2245   24.87    66.45   262   19.4  269
WV     GOES12  20050825  2245   24.96    65.76   250   23.2  263
WV     GOES12  20050825  2245   24.92    65.67   250   23.0  263
WV     GOES12  20050825  2245   24.82    94.80   175   12.0   83
WV     GOES12  20050825  2245   24.68    94.24   175   14.9   76
WV     GOES12  20050825  2245   24.55    93.91   175   13.8   73
WV     GOES12  20050825  2245   24.75    93.30   212   11.2   76
WV     GOES12  20050825  2245   24.74    93.28   212   11.4   76
WV     GOES12  20050825  2245   24.56    92.82   212   11.9   66
WV     GOES12  20050825  2245   24.76    92.09   300   11.7   63
WV     GOES12  20050825  2245   24.75    91.69   362    9.7   69
WV     GOES12  20050825  2245   24.53    91.34   362    8.1   74
WV     GOES12  20050825  2245   24.43    90.64   337    8.2   83
WV     GOES12  20050825  2245   24.72    87.87   237    9.9  124
WV     GOES12  20050825  2245   24.68    87.77   237   10.9  123
WV     GOES12  20050825  2245   24.45    87.05   200   12.0  118
WV     GOES12  20050825  2245   24.70    86.82   200   13.0  114
WV     GOES12  20050825  2245   24.53    86.42   150   11.5  111
WV     GOES12  20050825  2245   24.65    86.00   150   12.6  102
WV     GOES12  20050825  2245   24.18    85.65   137   11.5  105
WV     GOES12  20050825  2245   24.26    85.54   137   11.6  104
WV     GOES12  20050825  2245   24.43    85.20   200    7.9   98
WV     GOES12  20050825  2245   24.34    84.82   200    7.6   99
WV     GOES12  20050825  2245   24.50    84.24   175    9.5  100
WV     GOES12  20050825  2245   24.50    83.99   137   15.0   97
WV     GOES12  20050825  2245   24.58    83.57   150   13.8   87
WV     GOES12  20050825  2245   24.15    83.35   150    9.8   82
WV     GOES12  20050825  2245   24.70    83.06   200   12.5   53
WV     GOES12  20050825  2245   24.65    82.71   150   11.1   40
WV     GOES12  20050825  2245   24.43    82.18   137   12.9   42
WV     GOES12  20050825  2245   24.14    82.02   137   13.3   61
WV     GOES12  20050825  2245   24.60    81.45   187    4.6   66
WV     GOES12  20050825  2245   24.45    78.71   137    7.6  314
WV     GOES12  20050825  2245   24.57    75.67   162   16.9  348
WV     GOES12  20050825  2245   24.19    74.54   137   24.4  345
WV     GOES12  20050825  2245   24.57    74.29   137   24.3  334
WV     GOES12  20050825  2245   24.65    74.08   137   24.6  337
WV     GOES12  20050825  2245   24.28    73.53   137   25.5  351
WV     GOES12  20050825  2245   24.45    72.49   312    6.1   18
WV     GOES12  20050825  2245   24.20    71.00   337    7.2   43
WV     GOES12  20050825  2245   24.50    70.02   337    7.4  338
WV     GOES12  20050825  2245   24.59    69.71   237    6.6  306
WV     GOES12  20050825  2245   24.39    68.24   300    8.0  296
WV     GOES12  20050825  2245   24.61    67.29   287   16.8  273
WV     GOES12  20050825  2245   24.61    67.01   287   18.2  270
WV     GOES12  20050825  2245   24.66    66.70   262   18.4  270
WV     GOES12  20050825  2245   24.66    66.19   250   20.9  264
WV     GOES12  20050825  2245   24.54    65.85   250   21.4  266
WV     GOES12  20050825  2245   24.58    65.72   250   22.2  264
WV     GOES12  20050825  2245   24.67    65.32   250   22.6  261
WV     GOES12  20050825  2245   23.94    94.75   312    6.4   44
WV     GOES12  20050825  2245   23.98    94.63   300    7.1   45
WV     GOES12  20050825  2245   24.13    93.96   175   13.5   75
WV     GOES12  20050825  2245   24.21    93.90   175   13.7   75
WV     GOES12  20050825  2245   23.78    93.28   175   10.9   62
WV     GOES12  20050825  2245   24.15    93.12   175   12.3   65
WV     GOES12  20050825  2245   23.76    92.36   262    8.0   75
WV     GOES12  20050825  2245   24.11    91.46   287    6.6   66
WV     GOES12  20050825  2245   24.08    90.00   312   11.5   98
WV     GOES12  20050825  2245   23.83    87.10   175   14.6  130
WV     GOES12  20050825  2245   23.74    86.85   187   13.2  131
WV     GOES12  20050825  2245   23.86    86.47   137   15.7  100
WV     GOES12  20050825  2245   24.06    85.97   137   13.1  110
WV     GOES12  20050825  2245   24.01    85.63   137   11.5  105
WV     GOES12  20050825  2245   23.97    85.56   137   11.6  106
WV     GOES12  20050825  2245   24.01    85.21   200   11.5  104
WV     GOES12  20050825  2245   23.96    84.85   187    5.5   87
WV     GOES12  20050825  2245   24.00    84.48   187   11.0   96
WV     GOES12  20050825  2245   23.91    83.82   162   13.9   86
WV     GOES12  20050825  2245   23.78    83.51   175   13.5   85
WV     GOES12  20050825  2245   23.99    83.31   150    9.8   82
WV     GOES12  20050825  2245   23.90    83.10   175   12.6   91
WV     GOES12  20050825  2245   23.69    82.69   237   11.4   76
WV     GOES12  20050825  2245   23.97    82.08   150   12.6   62
WV     GOES12  20050825  2245   23.97    82.06   150   12.4   62
WV     GOES12  20050825  2245   23.53    79.04   137   14.0   17
WV     GOES12  20050825  2245   23.91    78.69   137    6.9  339
WV     GOES12  20050825  2245   23.95    78.60   137    6.6  334
WV     GOES12  20050825  2245   23.98    75.80   175   14.1  350
WV     GOES12  20050825  2245   23.90    75.48   162   16.5  347
WV     GOES12  20050825  2245   24.02    74.59   150   25.2  347
WV     GOES12  20050825  2245   23.90    74.31   150   23.9  349
WV     GOES12  20050825  2245   23.98    74.01   137   24.7  350
WV     GOES12  20050825  2245   23.94    73.35   137   25.4  352
WV     GOES12  20050825  2245   23.95    71.03   362    6.9   42
WV     GOES12  20050825  2245   23.75    70.10   362    7.2  323
WV     GOES12  20050825  2245   23.71    70.01   350    7.0  323
WV     GOES12  20050825  2245   23.98    67.38   300   11.9  283
WV     GOES12  20050825  2245   23.94    67.13   287   12.3  280
WV     GOES12  20050825  2245   23.90    66.67   262   13.5  276
WV     GOES12  20050825  2245   23.61    66.43   250   12.2  274
WV     GOES12  20050825  2245   23.58    65.39   250   16.5  273
WV     GOES12  20050825  2245   23.51    94.37   137    7.8   91
WV     GOES12  20050825  2245   23.38    94.15   275    7.3   82
WV     GOES12  20050825  2245   23.11    93.56   137    7.9   77
WV     GOES12  20050825  2245   23.44    93.27   137    9.0   62
WV     GOES12  20050825  2245   23.35    92.93   262    8.6   70
WV     GOES12  20050825  2245   23.05    92.37   275    6.2   68
WV     GOES12  20050825  2245   23.37    91.71   250    8.2  136
WV     GOES12  20050825  2245   23.24    91.55   262    8.0  124
WV     GOES12  20050825  2245   23.02    88.97   262    5.9  128
WV     GOES12  20050825  2245   23.19    86.09   175   14.3  120
WV     GOES12  20050825  2245   23.39    85.85   137   17.4  110
WV     GOES12  20050825  2245   23.34    85.26   175   11.7   83
WV     GOES12  20050825  2245   23.30    85.10   175   12.7   84
WV     GOES12  20050825  2245   23.08    84.12   187    9.2   88
WV     GOES12  20050825  2245   23.03    83.59   237    9.5   85
WV     GOES12  20050825  2245   23.39    82.34   225   11.7   63
WV     GOES12  20050825  2245   23.24    78.99   137   13.1   13
WV     GOES12  20050825  2245   23.24    78.92   137   12.6    9
WV     GOES12  20050825  2245   23.12    78.57   137    7.7    2
WV     GOES12  20050825  2245   22.86    74.68   150   23.1    5
WV     GOES12  20050825  2245   22.89    68.58   325    6.9  281
WV     GOES12  20050825  2245   23.23    66.83   250   11.4  288
WV     GOES12  20050825  2245   23.32    66.30   250   12.8  274
WV     GOES12  20050825  2245   23.32    66.23   250   13.3  274
WV     GOES12  20050825  2245   23.42    65.45   237   16.3  272
WV     GOES12  20050825  2245   22.51    94.44   175    4.5   69
WV     GOES12  20050825  2245   22.55    94.15   175    4.2   59
WV     GOES12  20050825  2245   22.86    93.34   162    7.8   71
WV     GOES12  20050825  2245   22.88    92.25   137    6.5   70
WV     GOES12  20050825  2245   22.61    91.02   287    5.8  100
WV     GOES12  20050825  2245   22.43    90.33   337    4.8  119
WV     GOES12  20050825  2245   22.90    89.08   262    4.9  127
WV     GOES12  20050825  2245   22.65    88.62   312    4.5  115
WV     GOES12  20050825  2245   22.65    88.60   312    4.5  115
WV     GOES12  20050825  2245   22.75    87.17   137   18.6  113
WV     GOES12  20050825  2245   22.82    86.69   275    8.8  114
WV     GOES12  20050825  2245   22.82    86.22   237   15.5   93
WV     GOES12  20050825  2245   22.73    86.14   237   16.5   98
WV     GOES12  20050825  2245   22.40    85.74   137   14.1   77
WV     GOES12  20050825  2245   22.75    84.40   175   11.4   95
WV     GOES12  20050825  2245   22.29    77.80   175    6.7    3
WV     GOES12  20050825  2245   22.58    76.56   175    9.8    5
WV     GOES12  20050825  2245   22.70    74.73   150   26.0    6
WV     GOES12  20050825  2245   22.62    72.83   287    7.5   13
WV     GOES12  20050825  2245   22.73    68.29   325    8.3  284
WV     GOES12  20050825  2245   22.77    67.58   275   12.7  297
WV     GOES12  20050825  2245   22.76    65.11   250   11.2  260
WV     GOES12  20050825  2245   22.25    93.98   175    5.3   76
WV     GOES12  20050825  2245   22.17    93.87   175    4.9   77
WV     GOES12  20050825  2245   22.26    92.23   137    8.0   98
WV     GOES12  20050825  2245   22.30    91.99   137    6.3   85
WV     GOES12  20050825  2245   22.23    90.51   287    4.2  119
WV     GOES12  20050825  2245   22.22    90.11   287    5.8  119
WV     GOES12  20050825  2245   21.88    89.28   250   13.5  136
WV     GOES12  20050825  2245   22.00    89.23   250   14.0  134
WV     GOES12  20050825  2245   21.95    88.54   137   20.0  133
WV     GOES12  20050825  2245   22.19    88.33   137   18.7  138
WV     GOES12  20050825  2245   21.98    87.95   212   11.9  130
WV     GOES12  20050825  2245   21.77    87.56   250   15.0  137
WV     GOES12  20050825  2245   21.88    86.80   137   17.3  108
WV     GOES12  20050825  2245   21.88    86.47   137   21.2  105
WV     GOES12  20050825  2245   21.96    86.41   137   21.9  103
