#obsname:text,obstype:int,obsnamesq:text,obstypesq:int,obstype_descr:text,codename:text,codetype:int,codenamesq:text,codetypesq:int,codetype_descr:text,varclass:text,geoarea:int,reportype:int,levtype:text,nlevs:int,levs:text,oevars:text,obs_error:text
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NSHPCD,33,NSHPCDSQ,2,1.6.2 SHIP PILOT REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NWPPCD,34,NWPPCDSQ,3,1.6.3 AMERICAN WIND PROFILERS,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NEWPPCD,134,NEWPPCDSQ,4,1.6.4 EUROPEAN WIND PROFILERS,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NJWPPCD,131,NJWPPCDSQ,5,1.6.5 JAPANESE WIND PROFILERS,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NBLDPCD,112,NBLDPCDSQ,6,1.6.6 BUFR LAND PILOT REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NBSHPCD,113,NBSHPCDSQ,7,1.6.7 BUFR SHIP PILOT REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NLDPCD,32,NLDPCDSQ,1,1.6.1 LAND PILOT REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NSHPCD,33,NSHPCDSQ,2,1.6.2 SHIP PILOT REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NWPPCD,34,NWPPCDSQ,3,1.6.3 AMERICAN WIND PROFILERS,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NEWPPCD,134,NEWPPCDSQ,4,1.6.4 EUROPEAN WIND PROFILERS,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NJWPPCD,131,NJWPPCDSQ,5,1.6.5 JAPANESE WIND PROFILERS,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NBLDPCD,112,NBLDPCDSQ,6,1.6.6 BUFR LAND PILOT REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NBSHPCD,113,NBSHPCDSQ,7,1.6.7 BUFR SHIP PILOT REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1778.19040427402:1861.8586385476:2600.4471893764:6785.7823107396:9236.2037007289:11010.547289634:13390.7642991409:16756.7277469284:22219.2055707664:31506.3795751332:36568.7886006056:48686.2570126406:60106.4901390625:98478.47344384:153872.614756,42.168595:43.14926:50.99458:82.37586:96.10517:104.931155:115.71847:129.44778:149.06108:177.500365:191.229675:220.649625:245.16625:313.8128:392.266
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1001,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1002,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1003,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1004,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1005,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1007,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1008,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1009,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,1010,channel,7,8:9:10:11:12:13:14,2.25:1.5:1.5:1.5:1.5:1.5:2,1.5:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.22474487139159:1.4142135623731
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,11001,channel,220,16:38:49:51:55:57:59:61:63:66:70:72:74:79:81:83:85:87:89:101:104:106:109:111:113:116:119:122:125:128:131:133:135:138:141:144:146:148:151:154:157:159:161:163:165:167:170:173:176:178:179:180:183:185:187:189:191:193:195:197:199:201:203:205:207:210:212:214:217:219:222:224:226:228:230:232:234:236:239:241:246:249:252:254:256:258:260:262:265:267:269:271:272:273:278:280:282:284:286:288:290:292:294:296:299:301:303:306:308:310:312:314:316:318:320:323:325:327:329:331:333:335:341:347:350:352:354:356:358:360:362:364:366:369:371:373:375:377:379:381:386:389:404:407:410:414:416:426:428:432:434:445:457:515:546:552:566:571:573:646:662:668:756:867:921:1479:1509:1513:1521:1536:1574:1578:1579:1585:1587:1626:1639:1643:1652:1658:1671:2889:2907:2939:2944:2958:2991:2993:3002:3029:3049:3093:3098:3105:3107:3110:3160:3165:3168:3244:3248:3252:3312:3322:3411:3446:3448:3452:3509:3575:3580:3653:3658:5379:5381:5383:5399:5401:5403:5480,0.77155441089489:0.74117257103044:0.57457355083969:0.61478646452224:0.54362736325881:0.57857610003561:0.45409039936129:0.49839858270225:0.54885664812196:0.44128851132025:0.45637969225744:0.402505231489:0.42766577427456:0.41414926606249:0.40549921165924:0.40684509590481:0.40721436382225:0.42430854126609:0.36523868076004:0.35156420611225:0.38932420972225:0.33320070701316:0.40701962876481:0.36122948796169:0.32209381959561:0.40615919255844:0.307164242176:0.39899890356496:0.29996948440809:0.38679829314721:0.28908107143876:0.31509619635649:0.36179515233481:0.27322396688889:0.35516975190544:0.266521290049:0.31478316186916:0.34137283514944:0.26397204628041:0.33813434164624:0.26040660030025:0.31442665605376:0.33074507089936:0.26838626721201:0.29704429331329:0.32806913863824:0.25080524738116:0.31553666080225:0.256816846441:0.32610826726921:0.3832600464:0.33936147324676:0.249553199809:0.29137659080761:0.30056907126724:0.25741569168225:0.277190667121:0.28959874947844:0.26159767374244:0.28423516739641:0.28403026643601:0.27796556795536:0.275405593681:0.26612949183076:0.27493222586404:0.26021415052161:0.26089345019529:0.26341560554409:0.24470523539361:0.24641762618209:0.25886950278084:0.24725338561764:0.24789216181129:0.26042425699684:0.24569063244961:0.24085509474601:0.25323801740176:0.22506124259844:0.22326012451681:0.242379967041:0.203494818816:0.20648535812356:0.21383808293169:0.22337665923076:0.21996700324096:0.21609072885136:0.217805156416:0.21404844612369:0.21129053323225:0.21428150193025:0.21386499698916:0.23974595860996:0.25168322374416:0.23552822265625:0.22614475899024:0.21177511221409:0.20990490445444:0.22143367794276:0.21632033550625:0.20814508293264:0.21707045082724:0.21923895831616:0.22022953751044:0.22374479847889:0.25751078000704:0.2764446084:0.256936458321:0.21002550785316:0.22031739664804:0.21553140511296:0.22940306476816:0.23070317166649:0.21214471410889:0.22754989307961:0.23567607203904:0.20683658189041:0.23642048811481:0.23013377295076:0.20657361331369:0.23060807895889:0.23182934597956:0.20502494209024:0.20674317797604:0.2110391721:0.22679644159225:0.22484524986225:0.20642383605321:0.22530515343424:0.22697230033921:0.20680447475776:0.22556277929025:0.22887306628624:0.20642101916164:0.228070239489:0.21539660695056:0.215578204416:0.23283375331225:0.21777986222721:0.21355267622976:0.23964177483684:0.21205140849216:0.21679974942976:0.24454696438561:0.23645598430276:0.24743680387204:0.24534844066756:0.27838085944761:0.22594944655396:0.264870798336:0.23906574619225:0.27218695859716:0.26685840915556:0.24649100025796:0.29007929581801:0.28353750630976:0.29135035745344:0.28484284162489:0.28073646580849:0.27668883454884:0.26969295080809:0.26175973132516:0.26054552261956:0.24499490492416:0.23913097570404:0.23805792457924:0.34821140091136:0.28913978717584:0.29750850260356:0.31024654920484:0.36114498897156:0.33827216957689:0.41878655562384:0.44964293513764:0.359126929984:0.33877952507529:0.353869127161:0.348498954244:0.52440640211281:0.31201988343876:0.32948851331881:0.39044901982464:1.3223160064:1.524748327249:1.485163880929:1.273277532816:1.390868781201:1.8315020889:1.924465337001:2.213504206225:1.758138098704:1.660404913489:2.163767450625:0.66986727749764:2.205685374025:2.163802754169:2.124454917601:2.126207255104:2.066797268496:0.579171227089:2.196495915364:0.57554041527844:2.018129930881:2.202116506209:2.240988042049:2.425102311076:1.641724564804:0.93992152452025:1.621056064849:2.119446812224:1.523935932484:1.856098337769:1.605707137225:1.967631814729:1.056925868761:1.024044826401:1.134642518416:0.67914163410025:0.56270986957201:0.48881855301136:0.51044694726249,0.8783817:0.8609138:0.7580063:0.7840832:0.7373109:0.7606419:0.6738623:0.7059735:0.7408486:0.6642955:0.6755588:0.634433:0.6539616:0.6435443:0.6367882:0.6378441:0.6381335:0.6513897:0.6043498:0.5929285:0.6239585:0.5772354:0.6379809:0.6010237:0.5675331:0.6373062:0.554224:0.6316636:0.5476947:0.6219311:0.5376626:0.5613343:0.6014941:0.5227083:0.5959612:0.516257:0.5610554:0.5842712:0.5137821:0.5814932:0.5103005:0.5607376:0.5751044:0.5180601:0.5450177:0.5727732:0.5008046:0.5617265:0.506771:0.5710589:0.61908:0.5825474:0.499553:0.5397931:0.5482418:0.5073615:0.526489:0.5381438:0.5114662:0.5331371:0.5329449:0.5272244:0.524791:0.5158774:0.5243398:0.5101119:0.5107773:0.5132403:0.4946769:0.4964047:0.5087922:0.4972458:0.4978877:0.5103178:0.4956719:0.4907699:0.5032276:0.4744062:0.4725041:0.492321:0.451104:0.4544066:0.4624263:0.4726274:0.4690064:0.4648556:0.466696:0.4626537:0.4596635:0.4629055:0.4624554:0.4896386:0.5016804:0.4853125:0.4755468:0.4601903:0.4581538:0.4705674:0.4651025:0.4562292:0.4659082:0.4682296:0.4692862:0.4730167:0.5074552:0.52578:0.506889:0.4582854:0.4693798:0.4642536:0.4789604:0.4803157:0.4605917:0.4770219:0.4854648:0.4547929:0.4862309:0.4797226:0.4545037:0.4802167:0.4814866:0.4527968:0.4546902:0.45939:0.4762315:0.4741785:0.4543389:0.4746632:0.4764161:0.4547576:0.4749345:0.4784068:0.4543358:0.477567:0.4641084:0.464304:0.4825285:0.4666689:0.4621176:0.4895322:0.4604904:0.4656176:0.4945169:0.4862674:0.4974302:0.4953266:0.5276181:0.4753414:0.514656:0.4889435:0.5217154:0.5165834:0.4964786:0.5385901:0.5324824:0.5397688:0.5337067:0.5298457:0.5260122:0.5193197:0.5116246:0.5104366:0.4949696:0.4890102:0.4879118:0.5900944:0.5377172:0.5454434:0.5569978:0.6009534:0.5816117:0.6471372:0.6705542:0.599272:0.5820477:0.594869:0.590338:0.7241591:0.5585874:0.5740109:0.6248592:1.14992:1.234807:1.218673:1.128396:1.179351:1.35333:1.387251:1.487785:1.325948:1.288567:1.470975:0.8184542:1.485155:1.470987:1.457551:1.458152:1.437636:0.761033:1.482058:0.7586438:1.420609:1.483953:1.496993:1.557274:1.281298:0.9694955:1.273207:1.455832:1.234478:1.362387:1.267165:1.402723:1.028069:1.011951:1.065196:0.8241005:0.7501399:0.6991556:0.7144557
NSATEM,7,NSATEMSQ,7,1.7 SATEM,NGTHRB,210,NGTHRBSQ,8,1.7.8 HIGH RES 80 KM BUFR NON GTS SATEM RETR PROFILES,TB,1,11002,channel,220,16:38:49:51:55:57:59:61:63:66:70:72:74:79:81:83:85:87:89:101:104:106:109:111:113:116:119:122:125:128:131:133:135:138:141:144:146:148:151:154:157:159:161:163:165:167:170:173:176:178:179:180:183:185:187:189:191:193:195:197:199:201:203:205:207:210:212:214:217:219:222:224:226:228:230:232:234:236:239:241:246:249:252:254:256:258:260:262:265:267:269:271:272:273:278:280:282:284:286:288:290:292:294:296:299:301:303:306:308:310:312:314:316:318:320:323:325:327:329:331:333:335:341:347:350:352:354:356:358:360:362:364:366:369:371:373:375:377:379:381:386:389:404:407:410:414:416:426:428:432:434:445:457:515:546:552:566:571:573:646:662:668:756:867:921:1479:1509:1513:1521:1536:1574:1578:1579:1585:1587:1626:1639:1643:1652:1658:1671:2889:2907:2939:2944:2958:2991:2993:3002:3029:3049:3093:3098:3105:3107:3110:3160:3165:3168:3244:3248:3252:3312:3322:3411:3446:3448:3452:3509:3575:3580:3653:3658:5379:5381:5383:5399:5401:5403:5480,0.77155441089489:0.74117257103044:0.57457355083969:0.61478646452224:0.54362736325881:0.57857610003561:0.45409039936129:0.49839858270225:0.54885664812196:0.44128851132025:0.45637969225744:0.402505231489:0.42766577427456:0.41414926606249:0.40549921165924:0.40684509590481:0.40721436382225:0.42430854126609:0.36523868076004:0.35156420611225:0.38932420972225:0.33320070701316:0.40701962876481:0.36122948796169:0.32209381959561:0.40615919255844:0.307164242176:0.39899890356496:0.29996948440809:0.38679829314721:0.28908107143876:0.31509619635649:0.36179515233481:0.27322396688889:0.35516975190544:0.266521290049:0.31478316186916:0.34137283514944:0.26397204628041:0.33813434164624:0.26040660030025:0.31442665605376:0.33074507089936:0.26838626721201:0.29704429331329:0.32806913863824:0.25080524738116:0.31553666080225:0.256816846441:0.32610826726921:0.3832600464:0.33936147324676:0.249553199809:0.29137659080761:0.30056907126724:0.25741569168225:0.277190667121:0.28959874947844:0.26159767374244:0.28423516739641:0.28403026643601:0.27796556795536:0.275405593681:0.26612949183076:0.27493222586404:0.26021415052161:0.26089345019529:0.26341560554409:0.24470523539361:0.24641762618209:0.25886950278084:0.24725338561764:0.24789216181129:0.26042425699684:0.24569063244961:0.24085509474601:0.25323801740176:0.22506124259844:0.22326012451681:0.242379967041:0.203494818816:0.20648535812356:0.21383808293169:0.22337665923076:0.21996700324096:0.21609072885136:0.217805156416:0.21404844612369:0.21129053323225:0.21428150193025:0.21386499698916:0.23974595860996:0.25168322374416:0.23552822265625:0.22614475899024:0.21177511221409:0.20990490445444:0.22143367794276:0.21632033550625:0.20814508293264:0.21707045082724:0.21923895831616:0.22022953751044:0.22374479847889:0.25751078000704:0.2764446084:0.256936458321:0.21002550785316:0.22031739664804:0.21553140511296:0.22940306476816:0.23070317166649:0.21214471410889:0.22754989307961:0.23567607203904:0.20683658189041:0.23642048811481:0.23013377295076:0.20657361331369:0.23060807895889:0.23182934597956:0.20502494209024:0.20674317797604:0.2110391721:0.22679644159225:0.22484524986225:0.20642383605321:0.22530515343424:0.22697230033921:0.20680447475776:0.22556277929025:0.22887306628624:0.20642101916164:0.228070239489:0.21539660695056:0.215578204416:0.23283375331225:0.21777986222721:0.21355267622976:0.23964177483684:0.21205140849216:0.21679974942976:0.24454696438561:0.23645598430276:0.24743680387204:0.24534844066756:0.27838085944761:0.22594944655396:0.264870798336:0.23906574619225:0.27218695859716:0.26685840915556:0.24649100025796:0.29007929581801:0.28353750630976:0.29135035745344:0.28484284162489:0.28073646580849:0.27668883454884:0.26969295080809:0.26175973132516:0.26054552261956:0.24499490492416:0.23913097570404:0.23805792457924:0.34821140091136:0.28913978717584:0.29750850260356:0.31024654920484:0.36114498897156:0.33827216957689:0.41878655562384:0.44964293513764:0.359126929984:0.33877952507529:0.353869127161:0.348498954244:0.52440640211281:0.31201988343876:0.32948851331881:0.39044901982464:1.3223160064:1.524748327249:1.485163880929:1.273277532816:1.390868781201:1.8315020889:1.924465337001:2.213504206225:1.758138098704:1.660404913489:2.163767450625:0.66986727749764:2.205685374025:2.163802754169:2.124454917601:2.126207255104:2.066797268496:0.579171227089:2.196495915364:0.57554041527844:2.018129930881:2.202116506209:2.240988042049:2.425102311076:1.641724564804:0.93992152452025:1.621056064849:2.119446812224:1.523935932484:1.856098337769:1.605707137225:1.967631814729:1.056925868761:1.024044826401:1.134642518416:0.67914163410025:0.56270986957201:0.48881855301136:0.51044694726249,0.8783817:0.8609138:0.7580063:0.7840832:0.7373109:0.7606419:0.6738623:0.7059735:0.7408486:0.6642955:0.6755588:0.634433:0.6539616:0.6435443:0.6367882:0.6378441:0.6381335:0.6513897:0.6043498:0.5929285:0.6239585:0.5772354:0.6379809:0.6010237:0.5675331:0.6373062:0.554224:0.6316636:0.5476947:0.6219311:0.5376626:0.5613343:0.6014941:0.5227083:0.5959612:0.516257:0.5610554:0.5842712:0.5137821:0.5814932:0.5103005:0.5607376:0.5751044:0.5180601:0.5450177:0.5727732:0.5008046:0.5617265:0.506771:0.5710589:0.61908:0.5825474:0.499553:0.5397931:0.5482418:0.5073615:0.526489:0.5381438:0.5114662:0.5331371:0.5329449:0.5272244:0.524791:0.5158774:0.5243398:0.5101119:0.5107773:0.5132403:0.4946769:0.4964047:0.5087922:0.4972458:0.4978877:0.5103178:0.4956719:0.4907699:0.5032276:0.4744062:0.4725041:0.492321:0.451104:0.4544066:0.4624263:0.4726274:0.4690064:0.4648556:0.466696:0.4626537:0.4596635:0.4629055:0.4624554:0.4896386:0.5016804:0.4853125:0.4755468:0.4601903:0.4581538:0.4705674:0.4651025:0.4562292:0.4659082:0.4682296:0.4692862:0.4730167:0.5074552:0.52578:0.506889:0.4582854:0.4693798:0.4642536:0.4789604:0.4803157:0.4605917:0.4770219:0.4854648:0.4547929:0.4862309:0.4797226:0.4545037:0.4802167:0.4814866:0.4527968:0.4546902:0.45939:0.4762315:0.4741785:0.4543389:0.4746632:0.4764161:0.4547576:0.4749345:0.4784068:0.4543358:0.477567:0.4641084:0.464304:0.4825285:0.4666689:0.4621176:0.4895322:0.4604904:0.4656176:0.4945169:0.4862674:0.4974302:0.4953266:0.5276181:0.4753414:0.514656:0.4889435:0.5217154:0.5165834:0.4964786:0.5385901:0.5324824:0.5397688:0.5337067:0.5298457:0.5260122:0.5193197:0.5116246:0.5104366:0.4949696:0.4890102:0.4879118:0.5900944:0.5377172:0.5454434:0.5569978:0.6009534:0.5816117:0.6471372:0.6705542:0.599272:0.5820477:0.594869:0.590338:0.7241591:0.5585874:0.5740109:0.6248592:1.14992:1.234807:1.218673:1.128396:1.179351:1.35333:1.387251:1.487785:1.325948:1.288567:1.470975:0.8184542:1.485155:1.470987:1.457551:1.458152:1.437636:0.761033:1.482058:0.7586438:1.420609:1.483953:1.496993:1.557274:1.281298:0.9694955:1.273207:1.455832:1.234478:1.362387:1.267165:1.402723:1.028069:1.011951:1.065196:0.8241005:0.7501399:0.6991556:0.7144557
