#obsname:text,obstype:int,obsnamesq:text,obstypesq:int,obstype_descr:text,codename:text,codetype:int,codenamesq:text,codetypesq:int,codetype_descr:text,varclass:text,geoarea:int,reportype:int,levtype:text,nlevs:int,levs:text,oevars:text,obs_error:text
NAIREP,2,NAIREPSQ,2,1.2 AIREP,NAIRCD,141,NAIRCDSQ,1,1.2.1 AIRCRAFT REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2.7225:2.0449:1.5625:1.5129:1.4641:1.44:1.44:1.7161:2.0449:2.4025:2.7225:3.0625:3.4225:4.2025:5.5225,1.65:1.43:1.25:1.23:1.21:1.2:1.2:1.31:1.43:1.55:1.65:1.75:1.85:2.05:2.35
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSRSCD,11,NSRSCDSQ,1,1.1.1 SYNOP LAND REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSCD,14,NATSCDSQ,2,1.1.2 SYNOP LAND AUTOMATIC REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHSCD,21,NSHSCDSQ,3,1.1.3 SYNOP-SHIP REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NABSCD,22,NABSCDSQ,4,1.1.4 SYNOP-SHIP ABBREVIATED REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHRED,23,NSHREDSQ,5,1.1.5 SYNOP SHRED REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSHS,24,NATSHSSQ,6,1.1.6 SYNOP AUTOMATIC SHIP REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSYRCD,15,NSYRCDSQ,7,1.1.7 FRENCH SYNOP AUTOMATIC LAND REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NRADOH,16,NRADOHSQ,8,1.1.8 FRENCH radome,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NMETAR,140,NMETARSQ,9,1.1.9 METAR,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NPGPS,110,NPGPSSQ,10,1.1.10 Ground-based GPS,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NADSCD,17,NADSCDSQ,11,1.1.11 ADDITIONAL LAND REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBLSCD,170,NBLSCDSQ,12,1.1.12 BUFR LAND SYNOP REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBSSCD,182,NBSSCDSQ,13,1.1.13 BUFR Ship SYNOP REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:4:4:9.61:10.89:12.25:8.41:8.41:4.41:3.61:2.89:2.89:2.89:4.84:7.29,2:2:2:3.1:3.3:3.5:2.9:2.9:2.1:1.9:1.7:1.7:1.7:2.2:2.7
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSRSCD,11,NSRSCDSQ,1,1.1.1 SYNOP LAND REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3015.9032492176:4985.4727180944:7112.7616170961:14080.3059540162:21350.7870012372:33990.4605996004:62045.2850849881:73790.574110082:100955.822541412:149291.05765164:243319.727417505:338182.194414579:468545.958747389:886306.26099456:1254219.52969152,54.91724:70.60788:84.33719:118.660465:146.119085:184.36502:249.08891:271.644205:317.73546:386.38201:493.274495:581.534345:684.50417:941.4384:1119.91943
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSCD,14,NATSCDSQ,2,1.1.2 SYNOP LAND AUTOMATIC REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1696.4455776849:2804.3284039281:4000.92840961656:7920.17209913413:12009.8176881959:19119.6340872752:34900.4728603058:41507.1979369211:56787.650179544:83976.2199290475:136867.346672347:190227.484358201:263557.101795406:498547.27180944:705498.485451483,41.18793:52.95591:63.2528925:88.99534875:109.58931375:138.273765:186.8166825:203.73315375:238.301595:289.7865075:369.95587125:436.15075875:513.3781275:706.0788:839.9395725
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBLSCD,170,NBLSCDSQ,12,1.1.12 BUFR LAND SYNOP REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1696.4455776849:2804.3284039281:4000.92840961656:7920.17209913413:12009.8176881959:19119.6340872752:34900.4728603058:41507.1979369211:56787.650179544:83976.2199290475:136867.346672347:190227.484358201:263557.101795406:498547.27180944:705498.485451483,41.18793:52.95591:63.2528925:88.99534875:109.58931375:138.273765:186.8166825:203.73315375:238.301595:289.7865075:369.95587125:436.15075875:513.3781275:706.0788:839.9395725
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHSCD,21,NSHSCDSQ,3,1.1.3 SYNOP-SHIP REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622,69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NABSCD,22,NABSCDSQ,4,1.1.4 SYNOP-SHIP ABBREVIATED REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622,69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHRED,23,NSHREDSQ,5,1.1.5 SYNOP SHRED REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622:4847.94906865622,69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215:69.627215
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSHS,24,NATSHSSQ,6,1.1.6 SYNOP AUTOMATIC SHIP REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849,41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBSSCD,182,NBSSCDSQ,13,1.1.13 BUFR Ship SYNOP REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849:1696.4455776849,41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793:41.18793
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NMETAR,140,NMETARSQ,9,1.1.9 METAR,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3015.9032492176:4985.4727180944:7112.7616170961:14080.3059540162:21350.7870012372:33990.4605996004:62045.2850849881:73790.574110082:100955.822541412:149291.05765164:243319.727417505:338182.194414579:468545.958747389:886306.26099456:1254219.52969152,54.91724:70.60788:84.33719:118.660465:146.119085:184.36502:249.08891:271.644205:317.73546:386.38201:493.274495:581.534345:684.50417:941.4384:1119.91943
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSRSCD,11,NSRSCDSQ,1,1.1.1 SYNOP LAND REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,2:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSCD,14,NATSCDSQ,2,1.1.2 SYNOP LAND AUTOMATIC REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,2:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBLSCD,170,NBLSCDSQ,12,1.1.12 BUFR LAND SYNOP REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,2:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHSCD,21,NSHSCDSQ,3,1.1.3 SYNOP-SHIP REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NABSCD,22,NABSCDSQ,4,1.1.4 SYNOP-SHIP ABBREVIATED REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NSHRED,23,NSHREDSQ,5,1.1.5 SYNOP SHRED REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NATSHS,24,NATSHSSQ,6,1.1.6 SYNOP AUTOMATIC SHIP REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NBSSCD,182,NBSSCDSQ,13,1.1.13 BUFR Ship SYNOP REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NSYNOP,1,NSYNOPSQ,1,1.1 SYNOP,NMETAR,140,NMETARSQ,9,1.1.9 METAR,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,4:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,2:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDRBCD,165,NDRBCDSQ,1,1.4.1 DRIBU REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBATHY,63,NBATHYSQ,2,1.4.2 BATHY REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NTESAC,64,NTESACSQ,3,1.4.3 TESAC REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDERS1,160,NDERS1SQ,4,1.4.4 ERS1 AS DRIBU,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYM,188,NBUOYMSQ,5,1.4.5 MOORED BUOY REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYD,189,NBUOYDSQ,6,1.4.6 DRIFTING BUOY REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24:3.24,1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8:1.8
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDRBCD,165,NDRBCDSQ,1,1.4.1 DRIBU REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBATHY,63,NBATHYSQ,2,1.4.2 BATHY REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NTESAC,64,NTESACSQ,3,1.4.3 TESAC REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDERS1,160,NDERS1SQ,4,1.4.4 ERS1 AS DRIBU,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYM,188,NBUOYMSQ,5,1.4.5 MOORED BUOY REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYD,189,NBUOYDSQ,6,1.4.6 DRIFTING BUOY REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155:2375.49504364155,48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505:48.7390505
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDRBCD,165,NDRBCDSQ,1,1.4.1 DRIBU REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBATHY,63,NBATHYSQ,2,1.4.2 BATHY REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NTESAC,64,NTESACSQ,3,1.4.3 TESAC REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NDERS1,160,NDERS1SQ,4,1.4.4 ERS1 AS DRIBU,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYM,188,NBUOYMSQ,5,1.4.5 MOORED BUOY REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NDRIBU,4,NDRIBUSQ,4,1.4 DRIBU,NBUOYD,189,NBUOYDSQ,6,1.4.6 DRIFTING BUOY REPORT,TEMP,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:2.25:1.69:1.44:1.69:2.25:3.24:3.24:3.61:4:4.84:5.76:6.25:6.25:6.25,1.8:1.5:1.3:1.2:1.3:1.5:1.8:1.8:1.9:2:2.2:2.4:2.5:2.5:2.5
NPAOB,8,NPAOBSQ,8,1.8 PAOB,NPABCD,180,NPABCDSQ,1,1.8.1 PAOB REPORT,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216,235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596
NPAOB,8,NPAOBSQ,8,1.8 PAOB,NTYPHO,181,NTYPHOSQ,2,1.8.2 donnees cyclone,HEIG,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216:55394.14131216,235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596:235.3596
NPILOT,6,NPILOTSQ,6,1.6 PILOT,NLDPCD,32,NLDPCDSQ,1,1.6.1 LAND PILOT REPORT,WIND,1,-1,stdlevs,15,1:2:3:4:5:6:7:8:9:10:11:12:13:14:15,3.24:3.24:3.61:4.41:6.25:6.76:6.25:6.25:5.76:4.84:4.41:4:4.41:5.29:9,1.8:1.8:1.9:2.1:2.5:2.6:2.5:2.5:2.4:2.2:2.1:2:2.1:2.3:3
